"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS"
"CAL";7092.635635;"No";"PREM";"MAST";"EMP";"M";35173;"RUR";"MAR";180;24;9;1;"PERS";415.331869;"SPO";"M"
"OR";7413.422501;"No";"BAS";"COLL";"EMP";"F";52130;"RUR";"MAR";62;17;54;2;"PERS";124.463095;"4D";"M"
"OR";21423.63723;"Yes";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"MAR";65;9;31;2;"PERS";312;"2D";"M"
"CAL";4650.063763;"Yes";"BAS";"COLL";"RET";"M";28215;"SUBU";"SING";65;15;26;3;"CORP";468;"2D";"M"
"WASH";18060.47947;"No";"BAS";"BACH";"EMP";"F";57882;"SUBU";"SING";115;1;61;2;"CORP";552;"SUV";"M"
"AR";2659.980563;"No";"BAS";"BACH";"EMP";"M";21297;"RUR";"SING";71;26;56;1;"PERS";45.507952;"4D";"M"
"NEV";3702.63121;"No";"EXT";"DOCT";"EMP";"M";33738;"SUBU";"SING";95;13;97;1;"PERS";541.755353;"2D";"M"
"CAL";7869.432384;"No";"BAS";"BACH";"EMP";"F";40036;"RUR";"MAR";65;2;85;2;"PERS";48.828732;"4D";"M"
"WASH";4992.920887;"No";"BAS";"COLL";"DIS";"M";24368;"SUBU";"DIV";68;34;54;3;"PERS";326.4;"4D";"M"
"NEV";16706.11699;"No";"BAS";"BACH";"EMP";"F";63933;"SUBU";"DIV";70;35;98;2;"PERS";424.883448;"2D";"M"
"WASH";13411.31102;"No";"BAS";"MAST";"EMP";"F";26140;"RUR";"MAR";112;11;50;2;"PERS";229.70752;"SUV";"M"
"CAL";5207.197499;"No";"BAS";"DOCT";"EMP";"F";21576;"SUBU";"MAR";65;27;16;3;"PERS";312;"4D";"M"
"CAL";9080.604474;"No";"BAS";"HSOB";"EMP";"M";69853;"RUR";"MAR";114;15;42;3;"PERS";244.278662;"SUV";"M"
"NEV";5395.831967;"No";"BAS";"BACH";"EMP";"M";70051;"RUR";"MAR";68;15;69;8;"CORP";42.078345;"4D";"M"
"AR";13083.48622;"No";"BAS";"BACH";"EMP";"M";73060;"SUBU";"MAR";108;9;78;2;"SPEC";518.4;"SUV";"M"
"OR";2289.618736;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";65;8;58;1;"PERS";468;"4D";"S"
"NEV";5507.242176;"No";"BAS";"MAST";"ML";"M";11343;"RUR";"MAR";72;14;78;8;"PERS";154.750098;"4D";"M"
"WASH";5504.139033;"Yes";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"MAR";73;18;45;5;"CORP";350.4;"4D";"M"
"CAL";5644.474853;"No";"BAS";"BACH";"EMP";"M";33137;"SUBU";"SING";74;16;8;4;"PERS";472.500375;"2D";"M"
"WASH";4821.986443;"No";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"MAR";136;28;87;1;"PERS";652.8;"SUV";"L"
"AR";8528.288669;"No";"BAS";"HSOB";"EMP";"F";91099;"URB";"SING";107;14;37;3;"CORP";406.430632;"SUV";"M"
"AR";4254.620669;"Yes";"BAS";"HSOB";"DIS";"F";11904;"SUBU";"SING";61;34;11;3;"PERS";292.8;"2D";"S"
"OR";7582.113842;"Yes";"BAS";"COLL";"EMP";"M";64801;"URB";"MAR";64;23;19;2;"CORP";268.471802;"4D";"M"
"OR";3945.588049;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"SING";105;2;54;1;"PERS";933.212749;"SUV";"S"
"OR";5313.467001;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";79;4;78;4;"CORP";568.8;"2D";"M"
"WASH";8263.482214;"No";"EXT";"HSOB";"UNEMP";"M";0;"RUR";"MAR";79;11;45;2;"CORP";46.464625;"2D";"L"
"AR";4531.675269;"No";"EXT";"BACH";"UNEMP";"F";0;"SUBU";"SING";126;19;39;1;"CORP";907.2;"SUV";"M"
"NEV";4892.617128;"No";"BAS";"BACH";"EMP";"F";43199;"SUBU";"MAR";61;23;31;3;"PERS";334.007478;"4D";"M"
"AR";8019.856041;"No";"PREM";"MAST";"EMP";"F";54702;"SUBU";"MAR";199;5;42;1;"PERS";955.2;"SUV";"M"
"CAL";2874.08847;"No";"BAS";"MAST";"EMP";"F";33462;"RUR";"MAR";72;12;9;1;"PERS";112.425578;"4D";"M"
"WASH";4506.485006;"No";"PREM";"COLL";"ML";"F";15462;"SUBU";"MAR";115;34;18;1;"CORP";611.941558;"4D";"M"
"CAL";2523.959554;"No";"BAS";"COLL";"ML";"M";16244;"SUBU";"MAR";68;4;85;1;"PERS";623.223617;"2D";"M"
"CAL";2647.204207;"No";"BAS";"MAST";"EMP";"F";26441;"URB";"MAR";66;32;20;1;"CORP";210.641776;"2D";"M"
"CAL";10155.30044;"No";"EXT";"COLL";"EMP";"M";28754;"SUBU";"SING";89;9;17;2;"CORP";427.2;"4D";"M"
"CAL";2730.20294;"No";"BAS";"BACH";"EMP";"M";46135;"RUR";"MAR";69;12;68;1;"PERS";103.935601;"4D";"M"
"NEV";25253.10198;"No";"BAS";"MAST";"EMP";"M";44096;"SUBU";"DIV";72;28;65;2;"PERS";345.6;"4D";"S"
"NEV";5140.11289;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";138;22;18;1;"CORP";900.617364;"SUV";"S"
"WASH";3402.777293;"No";"EXT";"BACH";"EMP";"M";57428;"SUBU";"MAR";85;34;40;1;"CORP";414.649796;"4D";"M"
"OR";22195.80299;"No";"BAS";"COLL";"EMP";"F";78965;"RUR";"MAR";183;3;78;2;"PERS";145.587985;"LUX";"M"
"OR";5424.256733;"No";"BAS";"BACH";"EMP";"F";67414;"RUR";"MAR";68;7;37;8;"PERS";148.778455;"4D";"M"
"CAL";7950.570995;"No";"EXT";"HSOB";"EMP";"F";70610;"RUR";"SING";99;2;11;3;"PERS";240.977382;"4D";"L"
"WASH";4930.949334;"No";"BAS";"DOCT";"EMP";"M";70412;"RUR";"MAR";61;27;12;3;"CORP";136.291083;"2D";"M"
"OR";5426.863953;"No";"BAS";"HSOB";"EMP";"M";23105;"SUBU";"MAR";69;15;21;3;"PERS";331.2;"2D";"S"
"AR";2434.004911;"No";"BAS";"BACH";"EMP";"F";23033;"SUBU";"MAR";62;5;9;1;"PERS";500.908028;"2D";"S"
"OR";2506.263939;"No";"BAS";"MAST";"ML";"F";17193;"SUBU";"DIV";66;4;3;1;"CORP";316.8;"4D";"M"
"OR";5326.501981;"No";"BAS";"COLL";"EMP";"F";22268;"URB";"MAR";67;12;70;8;"PERS";294.803913;"2D";"M"
"AR";5678.050167;"Yes";"EXT";"BACH";"UNEMP";"F";0;"SUBU";"MAR";76;8;44;3;"PERS";364.8;"4D";"S"
"OR";9045.111945;"No";"PREM";"MAST";"EMP";"F";52572;"URB";"DIV";113;30;22;3;"PERS";441.623031;"4D";"M"
"AR";5790.565333;"No";"BAS";"MAST";"EMP";"M";84551;"RUR";"DIV";72;10;82;5;"PERS";28.92584;"4D";"L"
"CAL";20714.94043;"No";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"SING";203;20;66;2;"CORP";2027.724442;"LUX";"S"
"NEV";4767.687852;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"SING";72;2;12;9;"CORP";345.6;"4D";"M"
"AR";1994.774936;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";61;18;96;1;"PERS";393.215919;"4D";"M"
"CAL";7078.948599;"No";"EXT";"COLL";"EMP";"M";23222;"URB";"MAR";90;10;66;4;"CORP";252.938842;"2D";"L"
"CAL";2393.915369;"Yes";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";70;24;10;1;"PERS";425.266308;"4D";"M"
"OR";3044.78946;"No";"EXT";"COLL";"RET";"F";17489;"SUBU";"DIV";85;31;28;1;"CORP";587.689075;"4D";"S"
"OR";8304.688878;"No";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"MAR";122;22;14;9;"CORP";681.328474;"SUV";"S"
"CAL";7535.42519;"No";"BAS";"DOCT";"EMP";"M";37496;"SUBU";"SING";65;1;36;2;"CORP";312;"2D";"S"
"CAL";8476.082867;"No";"BAS";"BACH";"EMP";"M";28181;"SUBU";"MAR";109;32;41;3;"PERS";523.2;"SUV";"M"
"OR";2316.796105;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"MAR";64;2;80;1;"PERS";307.2;"4D";"M"
"OR";8276.44416;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";82;29;92;2;"PERS";590.4;"4D";"M"
"OR";3142.81161;"No";"EXT";"COLL";"EMP";"F";60108;"SUBU";"MAR";78;0;63;1;"PERS";507.060901;"4D";"M"
"CAL";9103.700091;"No";"EXT";"BACH";"UNEMP";"F";0;"SUBU";"SING";131;18;41;3;"PERS";628.8;"SPO";"M"
"AR";4883.117399;"No";"BAS";"BACH";"EMP";"M";53305;"SUBU";"SING";63;32;73;4;"CORP";302.4;"2D";"S"
"OR";3649.194138;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";104;1;50;1;"PERS";748.8;"SUV";"M"
"OR";8543.325539;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"MAR";117;0;6;4;"PERS";561.6;"SPO";"M"
"CAL";15120.21281;"No";"EXT";"BACH";"EMP";"F";20656;"SUBU";"SING";130;15;5;2;"CORP";706.114237;"SUV";"M"
"OR";2623.31543;"No";"BAS";"BACH";"EMP";"F";80210;"RUR";"DIV";65;30;28;1;"CORP";20.543176;"4D";"M"
"OR";3605.860265;"No";"EXT";"COLL";"EMP";"F";21585;"SUBU";"MAR";92;35;61;1;"CORP";441.6;"4D";"M"
"OR";4318.088108;"No";"BAS";"BACH";"UNEMP";"F";0;"URB";"DIV";68;7;53;3;"PERS";230.109964;"2D";"M"
"CAL";5638.930838;"No";"BAS";"BACH";"EMP";"M";20920;"RUR";"SING";74;19;14;4;"PERS";14.784843;"2D";"M"
"CAL";5363.528173;"No";"BAS";"HSOB";"EMP";"F";64604;"URB";"MAR";67;18;71;8;"PERS";272.445607;"4D";"M"
"OR";9057.935331;"No";"BAS";"COLL";"EMP";"F";91025;"URB";"MAR";112;26;37;9;"PERS";327.682669;"SUV";"M"
"CAL";8927.134298;"No";"PREM";"HSOB";"EMP";"F";96768;"RUR";"MAR";111;6;65;3;"PERS";2.549986;"4D";"L"
"AR";2458.447909;"No";"BAS";"COLL";"EMP";"M";57564;"SUBU";"MAR";63;5;48;1;"PERS";302.4;"2D";"M"
"CAL";7704.248723;"No";"EXT";"COLL";"EMP";"M";49088;"SUBU";"MAR";97;4;46;3;"CORP";698.4;"4D";"S"
"AR";7227.120364;"No";"BAS";"BACH";"EMP";"F";40153;"SUBU";"SING";61;1;99;2;"PERS";340.07498;"4D";"M"
"AR";10839.50749;"No";"EXT";"COLL";"ML";"F";26367;"RUR";"MAR";139;7;26;3;"PERS";105.991559;"SUV";"S"
"AR";7705.283329;"No";"BAS";"BACH";"EMP";"M";25290;"SUBU";"SING";66;0;4;2;"PERS";382.085897;"4D";"M"
"CAL";22062.54841;"No";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"SING";225;26;53;2;"CORP";1620;"LUX";"M"
"OR";7268.736958;"No";"BAS";"BACH";"EMP";"M";24445;"SUBU";"SING";63;18;15;2;"PERS";302.4;"2D";"M"
"WASH";6832.111972;"No";"EXT";"BACH";"UNEMP";"F";0;"SUBU";"MAR";93;7;90;5;"PERS";446.4;"4D";"S"
"OR";7488.785177;"No";"BAS";"HSOB";"EMP";"M";39602;"SUBU";"DIV";64;15;59;2;"PERS";307.2;"2D";"S"
"CAL";4762.591249;"No";"BAS";"HSOB";"EMP";"M";57135;"URB";"DIV";61;25;47;8;"CORP";156.921247;"4D";"M"
"WASH";15253.26436;"No";"BAS";"HSOB";"EMP";"M";51937;"URB";"MAR";193;5;40;9;"PERS";850.389259;"LUX";"S"
"AR";2719.506996;"Yes";"BAS";"COLL";"RET";"F";14030;"SUBU";"MAR";72;11;3;1;"PERS";345.6;"2D";"L"
"AR";5908.16294;"No";"BAS";"HSOB";"EMP";"F";86277;"URB";"DIV";74;19;33;3;"PERS";212.039619;"4D";"M"
"CAL";2582.408525;"Yes";"BAS";"BACH";"EMP";"F";76731;"URB";"MAR";64;2;68;1;"PERS";201.455005;"4D";"M"
"CAL";3350.687339;"No";"EXT";"BACH";"EMP";"F";94395;"SUBU";"MAR";83;23;1;1;"PERS";582.690575;"4D";"M"
"CAL";2924.976721;"No";"BAS";"COLL";"EMP";"F";64459;"URB";"MAR";72;16;64;1;"PERS";240.259479;"4D";"M"
"AR";2397.036098;"Yes";"BAS";"HSOB";"RET";"F";22283;"SUBU";"DIV";65;16;93;1;"PERS";572.072106;"4D";"M"
"CAL";7980.304624;"No";"BAS";"COLL";"RET";"F";15630;"SUBU";"DIV";115;8;60;3;"PERS";656.775467;"SUV";"M"
"CAL";6134.38779;"No";"EXT";"HSOB";"EMP";"M";43875;"URB";"DIV";78;18;33;5;"CORP";289.468771;"4D";"M"
"OR";3803.921781;"No";"BAS";"BACH";"ML";"F";20325;"SUBU";"MAR";100;4;6;1;"PERS";668.29397;"SPO";"M"
"CAL";5124.984391;"No";"EXT";"DOCT";"UNEMP";"F";0;"SUBU";"DIV";134;13;56;1;"PERS";643.2;"SUV";"M"
"OR";42389.00791;"No";"EXT";"COLL";"EMP";"M";82554;"RUR";"MAR";132;6;15;2;"PERS";154.749492;"SPO";"M"
"OR";8012.124825;"No";"EXT";"BACH";"UNEMP";"M";0;"URB";"SING";79;22;82;2;"PERS";335.234102;"4D";"M"
"AR";3469.836978;"No";"EXT";"HSOB";"EMP";"F";32714;"SUBU";"MAR";87;35;48;1;"PERS";513.041633;"4D";"M"
"OR";8288.155579;"No";"PREM";"MAST";"EMP";"F";33816;"SUBU";"DIV";106;10;97;3;"CORP";508.8;"4D";"M"
"CAL";17530.03658;"No";"EXT";"DOCT";"UNEMP";"M";0;"SUBU";"DIV";97;27;96;2;"CORP";469.229028;"4D";"M"
"CAL";2725.356404;"Yes";"BAS";"MAST";"EMP";"F";36650;"RUR";"MAR";69;2;70;1;"PERS";56.60333;"4D";"L"
"OR";13869.92705;"Yes";"BAS";"COLL";"EMP";"M";28432;"SUBU";"MAR";118;1;59;2;"PERS";612.300581;"SUV";"S"
"CAL";9780.852337;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";132;13;47;3;"CORP";950.4;"SUV";"M"
"WASH";4854.745666;"No";"BAS";"BACH";"EMP";"M";29834;"SUBU";"SING";64;19;44;3;"PERS";307.2;"4D";"M"
"OR";8427.172486;"Yes";"EXT";"BACH";"EMP";"F";46503;"SUBU";"DIV";215;4;21;1;"CORP";1032;"LUXS";"M"
"NEV";2773.455358;"No";"BAS";"HSOB";"EMP";"F";73478;"URB";"MAR";68;2;38;1;"PERS";241.88878;"4D";"M"
"CAL";8058.659713;"No";"BAS";"BACH";"EMP";"M";25595;"SUBU";"MAR";101;5;86;9;"PERS";484.8;"SUV";"M"
"AR";10083.48688;"Yes";"EXT";"HSOB";"RET";"F";11828;"SUBU";"DIV";90;18;84;2;"PERS";571.479602;"4D";"L"
"WASH";2750.540853;"No";"BAS";"BACH";"EMP";"F";34200;"RUR";"DIV";70;27;15;1;"CORP";167.295936;"4D";"M"
"AR";12036.62051;"Yes";"BAS";"BACH";"EMP";"M";44428;"SUBU";"SING";104;17;61;2;"PERS";499.2;"SUV";"M"
"CAL";2064.458781;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";61;6;30;1;"PERS";292.8;"4D";"M"
"CAL";3386.186515;"No";"EXT";"COLL";"EMP";"M";67249;"RUR";"DIV";86;25;4;1;"SPEC";33.894695;"4D";"M"
"CAL";5414.897604;"No";"EXT";"BACH";"EMP";"F";57452;"SUBU";"MAR";136;25;10;1;"PERS";652.8;"SUV";"L"
"CAL";2615.304467;"No";"BAS";"BACH";"EMP";"F";24914;"RUR";"MAR";66;6;90;1;"PERS";138.729702;"4D";"M"
"NEV";5532.629846;"No";"BAS";"MAST";"EMP";"M";27722;"SUBU";"DIV";69;3;29;9;"PERS";331.2;"4D";"M"
"WASH";2454.355436;"No";"BAS";"HSOB";"EMP";"M";74624;"SUBU";"MAR";62;16;71;1;"PERS";297.6;"4D";"M"
"NEV";4897.041423;"No";"BAS";"BACH";"ML";"M";24383;"SUBU";"SING";69;4;78;4;"CORP";331.2;"4D";"M"
"CAL";26305.41541;"No";"BAS";"BACH";"EMP";"M";35300;"URB";"MAR";74;14;71;2;"PERS";225.518065;"4D";"M"
"AR";5365.93282;"No";"BAS";"COLL";"EMP";"F";62808;"URB";"MAR";66;33;37;4;"SPEC";211.515893;"2D";"M"
"CAL";2393.1169;"No";"BAS";"COLL";"ML";"M";22981;"RUR";"SING";69;30;8;1;"PERS";16.80116;"4D";"L"
"CAL";8618.295865;"No";"BAS";"HSOB";"EMP";"F";46379;"SUBU";"SING";72;11;57;2;"CORP";345.6;"4D";"L"
"CAL";3791.549972;"No";"EXT";"COLL";"EMP";"F";41212;"URB";"MAR";95;13;27;1;"PERS";405.443681;"4D";"M"
"NEV";5182.941518;"No";"BAS";"MAST";"EMP";"F";83527;"RUR";"MAR";64;19;27;3;"PERS";39.127298;"2D";"L"
"OR";7713.494046;"No";"BAS";"BACH";"EMP";"M";45506;"SUBU";"SING";66;16;32;2;"PERS";316.8;"4D";"M"
"CAL";8658.863813;"Yes";"BAS";"COLL";"EMP";"M";62464;"URB";"MAR";109;23;45;4;"CORP";400.181882;"SPO";"M"
"OR";9597.474777;"No";"EXT";"BACH";"EMP";"F";38736;"SUBU";"DIV";81;7;35;2;"PERS";561.414794;"2D";"S"
"NEV";12023.75062;"No";"BAS";"HSOB";"ML";"M";28879;"SUBU";"MAR";106;6;9;2;"PERS";763.2;"SPO";"M"
"OR";7613.193095;"No";"EXT";"HSOB";"EMP";"M";36247;"URB";"MAR";96;35;29;7;"CORP";329.522858;"4D";"M"
"AR";3223.217276;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";91;35;12;1;"PERS";655.2;"4D";"S"
"OR";6857.519928;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"SING";101;31;1;3;"PERS";1021.719397;"SUV";"M"
"CAL";4210.096739;"No";"BAS";"MAST";"EMP";"M";21885;"RUR";"SING";108;7;29;1;"CORP";52.339396;"SUV";"L"
"NEV";5811.996703;"No";"BAS";"COLL";"EMP";"M";58643;"URB";"DIV";74;33;58;3;"PERS";329.46648;"4D";"M"
"CAL";2955.495724;"No";"BAS";"DOCT";"EMP";"F";56502;"SUBU";"SING";74;15;78;1;"PERS";355.2;"4D";"M"
"OR";6113.869984;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";88;18;7;5;"PERS";1034.799615;"4D";"M"
"CAL";8256.2978;"Yes";"BAS";"BACH";"EMP";"F";62902;"RUR";"MAR";69;14;94;2;"PERS";159.383042;"2D";"M"
"NEV";3589.372361;"No";"EXT";"COLL";"EMP";"F";30944;"URB";"DIV";92;15;46;1;"PERS";348.216284;"4D";"S"
"OR";3324.551776;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";92;13;17;1;"PERS";441.6;"2D";"M"
"WASH";2837.109178;"No";"BAS";"COLL";"EMP";"M";90893;"RUR";"MAR";70;8;82;1;"PERS";70.712507;"2D";"M"
"AR";6784.89369;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";64;7;5;2;"PERS";460.8;"4D";"L"
"WASH";4331.460674;"No";"BAS";"HSOB";"EMP";"F";82302;"SUBU";"MAR";106;11;92;1;"PERS";722.178166;"SUV";"M"
"CAL";9802.548509;"No";"EXT";"BACH";"EMP";"M";84429;"RUR";"MAR";123;11;2;6;"PERS";115.07234;"SUV";"M"
"CAL";5119.901412;"No";"BAS";"BACH";"EMP";"F";26890;"SUBU";"MAR";65;28;37;4;"PERS";312;"2D";"S"
"CAL";5348.071007;"No";"BAS";"MAST";"ML";"M";25545;"SUBU";"MAR";69;19;49;9;"PERS";331.2;"4D";"M"
"OR";10058.74013;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";92;30;81;2;"PERS";640.229108;"2D";"M"
"OR";6474.826466;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";91;21;23;3;"PERS";436.8;"4D";"M"
"AR";8232.760182;"No";"BAS";"BACH";"EMP";"M";56021;"URB";"MAR";69;20;38;2;"PERS";279.51121;"4D";"M"
"CAL";9406.381948;"No";"BAS";"HSOB";"EMP";"F";99189;"RUR";"SING";117;27;27;3;"CORP";75.302707;"SUV";"M"
"OR";5353.932122;"No";"BAS";"HSOB";"EMP";"M";61894;"URB";"MAR";67;22;38;4;"PERS";266.996814;"4D";"S"
"NEV";5479.555081;"Yes";"BAS";"MAST";"EMP";"M";56005;"SUBU";"MAR";68;31;30;3;"PERS";326.4;"4D";"S"
"CAL";10634.83711;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";61;35;71;2;"PERS";292.8;"2D";"M"
"WASH";4475.424592;"No";"BAS";"COLL";"EMP";"F";84903;"URB";"MAR";111;7;63;1;"PERS";497.126827;"SUV";"M"
"AR";7539.600588;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";74;23;64;2;"PERS";532.8;"4D";"L"
"AR";13438.04189;"No";"BAS";"COLL";"EMP";"F";69693;"SUBU";"MAR";112;34;62;2;"SPEC";537.6;"SPO";"S"
"CAL";17497.52201;"Yes";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"DIV";73;9;94;2;"PERS";350.4;"2D";"M"
"NEV";7771.018055;"No";"BAS";"COLL";"EMP";"F";58467;"SUBU";"MAR";65;30;90;2;"CORP";452.915621;"4D";"S"
"CAL";8652.652451;"No";"PREM";"BACH";"EMP";"M";65605;"URB";"MAR";111;2;72;7;"CORP";377.781658;"2D";"M"
"WASH";9080.28284;"No";"BAS";"HSOB";"EMP";"M";68073;"SUBU";"MAR";114;16;63;8;"PERS";547.2;"SUV";"M"
"AR";4305.808345;"No";"BAS";"HSOB";"EMP";"M";24188;"SUBU";"MAR";109;14;82;1;"PERS";523.2;"SPO";"M"
"AR";8382.630118;"Yes";"BAS";"HSOB";"RET";"M";19683;"SUBU";"MAR";117;17;41;9;"PERS";561.6;"SPO";"M"
"CAL";4732.219556;"No";"BAS";"HSOB";"EMP";"M";55385;"SUBU";"SING";61;7;22;3;"PERS";292.8;"4D";"M"
"OR";4766.367352;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"SING";68;3;36;9;"PERS";656.959783;"4D";"M"
"OR";12168.74492;"Yes";"BAS";"BACH";"RET";"M";14973;"SUBU";"DIV";115;2;75;2;"PERS";828;"SUV";"M"
"OR";5088.687654;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"SING";71;31;52;4;"CORP";511.2;"4D";"S"
"AR";7948.567913;"No";"BAS";"COLL";"EMP";"F";63892;"RUR";"MAR";66;2;80;2;"PERS";90.712257;"4D";"M"
"CAL";13840.16012;"No";"BAS";"HSOB";"ML";"F";29658;"SUBU";"DIV";119;20;66;2;"PERS";571.2;"SUV";"M"
"CAL";4091.934934;"No";"PREM";"BACH";"EMP";"F";38692;"SUBU";"MAR";102;16;8;1;"PERS";502.443591;"4D";"M"
"WASH";6819.23119;"No";"EXT";"DOCT";"EMP";"F";22492;"RUR";"DIV";85;34;88;7;"PERS";61.654262;"2D";"M"
"OR";2331.325089;"No";"BAS";"BACH";"DIS";"M";27398;"SUBU";"SING";68;4;39;1;"PERS";326.4;"4D";"M"
"NEV";2379.741171;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"SING";67;16;90;1;"PERS";494.946438;"4D";"M"
"AR";4361.372941;"No";"PREM";"HSOB";"EMP";"F";79583;"SUBU";"MAR";109;12;76;1;"PERS";523.2;"4D";"M"
"OR";5553.362689;"No";"EXT";"BACH";"UNEMP";"M";0;"SUBU";"SING";89;1;84;4;"PERS";640.8;"2D";"M"
"NEV";4162.179638;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";67;26;88;3;"PERS";321.6;"4D";"M"
"CAL";3420.452207;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";92;2;38;1;"PERS";441.6;"4D";"S"
"AR";10103.65572;"No";"EXT";"HSOB";"EMP";"F";46667;"RUR";"SING";129;27;84;3;"CORP";59.526095;"SUV";"L"
"OR";5201.707743;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";70;2;49;9;"PERS";336;"4D";"L"
"OR";7251.331956;"No";"BAS";"BACH";"DIS";"M";18665;"SUBU";"DIV";66;9;13;2;"PERS";583.278307;"4D";"M"
"NEV";5295.741716;"No";"EXT";"HSOB";"EMP";"M";50200;"URB";"DIV";135;23;98;1;"PERS";637.063458;"SPO";"M"
"AR";3873.647046;"Yes";"BAS";"COLL";"RET";"M";28142;"SUBU";"MAR";105;18;50;1;"PERS";701.708239;"SPO";"M"
"OR";3728.873486;"No";"EXT";"MAST";"EMP";"M";83632;"RUR";"MAR";94;7;86;1;"PERS";216.839496;"4D";"M"
"OR";3561.595726;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"SING";105;3;30;1;"PERS";504;"SUV";"M"
"NEV";21112.53624;"No";"EXT";"BACH";"UNEMP";"F";0;"RUR";"MAR";81;12;59;2;"PERS";136.848554;"4D";"M"
"NEV";9670.181104;"No";"EXT";"MAST";"DIS";"F";20942;"SUBU";"DIV";84;12;59;2;"PERS";403.2;"4D";"M"
"OR";9277.233839;"No";"BAS";"HSOB";"EMP";"F";71416;"SUBU";"DIV";116;10;0;3;"CORP";556.8;"SUV";"M"
"CAL";2912.913958;"No";"BAS";"BACH";"EMP";"F";68899;"RUR";"SING";74;6;60;1;"PERS";66.103422;"2D";"M"
"AR";4035.68383;"No";"BAS";"BACH";"EMP";"F";21359;"SUBU";"MAR";101;25;5;1;"PERS";484.8;"SPO";"M"
"CAL";10391.78109;"No";"EXT";"BACH";"EMP";"M";81439;"RUR";"SING";90;25;40;2;"PERS";108.118855;"2D";"M"
"CAL";2698.355517;"No";"BAS";"HSOB";"EMP";"M";88867;"SUBU";"SING";69;6;2;1;"PERS";331.2;"4D";"M"
"WASH";8459.053233;"No";"BAS";"COLL";"EMP";"F";92717;"URB";"MAR";70;24;19;2;"PERS";224.27582;"2D";"M"
"CAL";3237.500928;"No";"EXT";"COLL";"DIS";"F";27982;"RUR";"DIV";87;15;74;1;"PERS";14.743099;"2D";"M"
"AR";16265.58682;"No";"EXT";"BACH";"EMP";"F";85322;"SUBU";"MAR";134;32;55;2;"PERS";735.491986;"SUV";"M"
"OR";14019.83314;"No";"BAS";"COLL";"EMP";"M";31739;"SUBU";"DIV";71;10;29;2;"PERS";469.882367;"2D";"S"
"OR";7123.082388;"No";"EXT";"BACH";"EMP";"M";21835;"SUBU";"MAR";92;2;83;3;"PERS";621.617047;"2D";"M"
"OR";8427.172486;"Yes";"EXT";"BACH";"EMP";"F";46503;"SUBU";"DIV";215;4;21;1;"PERS";1032;"LUXS";"M"
"AR";9035.671134;"Yes";"PREM";"HSOB";"EMP";"F";34337;"SUBU";"MAR";113;20;44;9;"PERS";542.4;"4D";"L"
"WASH";6177.109254;"No";"EXT";"BACH";"EMP";"M";61040;"RUR";"MAR";79;12;24;4;"PERS";20.382876;"2D";"M"
"WASH";3123.080994;"Yes";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"MAR";101;1;83;1;"SPEC";960.115399;"SUV";"L"
