"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS"
"CAL";18680.99387;"No";"Basic";"COLL";"EMP";"F";74640;"SUBU";"MAR";66;0;44;2;"CORP";375.514273;"4D";"Large"
"OR";2551.349248;"No";"Basic";"BACH";"EMP";"M";88126;"RUR";"MAR";64;27;71;1;"PERS";151.973156;"4D";"Medsize"
"CAL";2808.078361;"No";"Basic";"BACH";"EMP";"F";55005;"SUBU";"DIV";70;31;39;1;"PERS";336;"4D";"Medsize"
"CAL";9710.286449;"No";"Extended";"HSOB";"EMP";"M";33190;"RUR";"SING";123;1;95;4;"PERS";40.950769;"SPO";"Medsize"
"CAL";15190.65404;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";71;4;64;2;"PERS";839.593218;"4D";"Small"
"OR";4069.776372;"No";"Premium";"COLL";"UNEMP";"F";0;"SUBU";"SING";117;0;42;1;"CORP";609.801279;"4D";"Medsize"
"OR";6612.220871;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";97;31;34;9;"PERS";669.399277;"4D";"Medsize"
"CAL";2030.783687;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";64;0;8;1;"PERS";731.479725;"4D";"Small"
"AR";5090.44875;"No";"Basic";"BACH";"DIS";"F";25226;"SUBU";"DIV";71;13;97;4;"PERS";340.8;"4D";"Medsize"
"CAL";3353.381136;"No";"Extended";"MAST";"EMP";"F";63398;"URB";"MAR";83;29;46;1;"PERS";292.206784;"4D";"Medsize"
"OR";8532.989751;"No";"Basic";"MAST";"EMP";"M";30092;"RUR";"MAR";108;33;90;9;"PERS";192.265438;"SUV";"Large"
"WASH";2647.519741;"Yes";"Basic";"COLL";"EMP";"M";37876;"URB";"SING";69;13;15;1;"CORP";300.056383;"4D";"Medsize"
"OR";6071.907243;"No";"Extended";"HSOB";"RET";"F";12201;"SUBU";"DIV";84;14;63;4;"CORP";604.8;"4D";"Medsize"
"OR";9061.767848;"No";"Basic";"COLL";"EMP";"M";37970;"RUR";"MAR";115;8;44;3;"PERS";124.967415;"SUV";"Medsize"
"NEV";2531.586761;"No";"Basic";"BACH";"DIS";"M";28898;"RUR";"MAR";67;15;85;1;"CORP";82.811346;"4D";"Medsize"
"OR";2467.129805;"No";"Basic";"HSOB";"EMP";"F";23845;"SUBU";"MAR";61;33;34;1;"PERS";292.8;"4D";"Large"
"CAL";7408.167551;"No";"Basic";"HSOB";"EMP";"M";62810;"RUR";"MAR";187;14;22;1;"CORP";32.874675;"LUX";"Medsize"
"OR";3452.414955;"No";"Extended";"BACH";"EMP";"F";65773;"URB";"MAR";89;24;35;1;"CORP";245.308491;"4D";"Medsize"
"CAL";4481.387593;"No";"Basic";"BACH";"UNEMP";"M";0;"URB";"SING";69;1;25;4;"PERS";232.183503;"4D";"Medsize"
"CAL";21235.44557;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"DIV";86;29;45;2;"PERS";568.746405;"4D";"Medsize"
"NEV";3370.074728;"No";"Extended";"MAST";"UNEMP";"M";0;"SUBU";"DIV";95;14;15;1;"PERS";476.903351;"4D";"Medsize"
"OR";3746.751625;"Yes";"Extended";"COLL";"EMP";"F";41479;"RUR";"MAR";94;14;38;1;"PERS";19.575683;"2D";"Large"
"CAL";5129.608404;"No";"Extended";"MAST";"EMP";"M";72433;"URB";"MAR";126;34;48;1;"PERS";343.139611;"SUV";"Large"
"OR";12300.005;"No";"Basic";"BACH";"EMP";"M";74586;"SUBU";"MAR";103;14;19;2;"PERS";494.4;"SUV";"Medsize"
"CAL";18065.27192;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"MAR";234;11;26;7;"PERS";1135.141469;"LUXS";"Medsize"
"WASH";19644.76296;"No";"Basic";"COLL";"EMP";"F";67326;"SUBU";"MAR";69;17;32;2;"CORP";331.2;"4D";"Medsize"
"AR";35900.07644;"No";"Basic";"COLL";"EMP";"M";25285;"SUBU";"MAR";114;12;84;2;"PERS";547.2;"SUV";"Medsize"
"AR";6838.767672;"No";"Extended";"HSOB";"DIS";"M";15871;"SUBU";"MAR";89;20;19;4;"PERS";427.2;"4D";"Medsize"
"OR";6519.287872;"No";"Extended";"MAST";"EMP";"M";38795;"SUBU";"MAR";82;30;41;3;"CORP";393.6;"2D";"Small"
"OR";5712.380598;"No";"Basic";"HSOB";"EMP";"M";24882;"SUBU";"MAR";72;13;20;8;"CORP";345.6;"2D";"Large"
"NEV";5126.54272;"No";"Extended";"COLL";"EMP";"F";33169;"SUBU";"MAR";128;33;14;1;"PERS";614.4;"SUV";"Medsize"
"CAL";4984.618655;"Yes";"Basic";"BACH";"EMP";"M";86305;"RUR";"MAR";62;1;99;5;"CORP";80.73124;"4D";"Medsize"
"OR";4102.199975;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";112;31;21;1;"CORP";537.6;"SUV";"Small"
"CAL";4111.197013;"No";"Basic";"COLL";"EMP";"F";32210;"SUBU";"DIV";103;16;97;1;"CORP";494.4;"SUV";"Large"
"NEV";11085.87709;"No";"Extended";"BACH";"EMP";"M";69090;"URB";"MAR";139;24;11;5;"PERS";387.222556;"SPO";"Medsize"
"CAL";4745.680421;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";63;23;88;3;"PERS";523.337427;"4D";"Medsize"
"AR";5837.528088;"No";"Basic";"DOCT";"EMP";"M";83308;"SUBU";"MAR";73;3;81;7;"PERS";419.471438;"4D";"Medsize"
"OR";19190.31894;"No";"Basic";"HSOB";"EMP";"F";39034;"SUBU";"MAR";68;10;55;2;"PERS";466.446708;"4D";"Small"
"OR";6444.076976;"No";"Extended";"COLL";"EMP";"M";46750;"SUBU";"MAR";82;20;74;3;"CORP";672.026958;"2D";"Small"
"OR";7255.577594;"No";"Extended";"DOCT";"EMP";"F";39786;"URB";"MAR";91;2;91;9;"PERS";365.835977;"4D";"Medsize"
"NEV";8197.712164;"No";"Basic";"HSOB";"EMP";"M";56788;"SUBU";"SING";108;22;34;7;"SPEC";579.710188;"SUV";"Medsize"
"NEV";4554.911887;"No";"Basic";"BACH";"EMP";"M";90156;"URB";"MAR";114;16;6;1;"PERS";388.346716;"SUV";"Small"
"OR";7069.740965;"No";"Extended";"BACH";"EMP";"F";63867;"SUBU";"MAR";89;21;4;3;"CORP";432.361631;"4D";"Medsize"
"CAL";4743.694528;"No";"Basic";"BACH";"EMP";"F";83413;"RUR";"MAR";118;0;1;1;"PERS";134.801691;"SUV";"Medsize"
"NEV";4019.384424;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"DIV";118;2;48;1;"PERS";566.4;"SUV";"Large"
"OR";20239.38353;"No";"Premium";"BACH";"EMP";"F";36116;"RUR";"MAR";171;27;33;2;"CORP";158.126982;"SUV";"Medsize"
"WASH";2674.730716;"Yes";"Basic";"COLL";"EMP";"M";56342;"SUBU";"SING";69;12;89;1;"CORP";331.2;"4D";"Small"
"OR";9206.429641;"No";"Basic";"COLL";"EMP";"F";55542;"URB";"SING";117;1;76;5;"PERS";310.651386;"SPO";"Medsize"
"OR";23187.14574;"No";"Basic";"COLL";"EMP";"M";58466;"SUBU";"MAR";66;7;79;2;"PERS";316.8;"2D";"Medsize"
"OR";4770.550911;"Yes";"Basic";"COLL";"ML";"F";12964;"SUBU";"SING";65;2;37;4;"PERS";362.774545;"2D";"Medsize"
"WASH";3768.086327;"No";"Extended";"HSOB";"EMP";"M";43412;"SUBU";"MAR";94;33;38;1;"PERS";509.722387;"2D";"Medsize"
"NEV";2893.739608;"No";"Basic";"MAST";"EMP";"M";82611;"SUBU";"SING";74;23;87;1;"PERS";355.2;"4D";"Medsize"
"AR";11611.94584;"No";"Extended";"BACH";"EMP";"M";28915;"SUBU";"SING";76;10;49;2;"PERS";364.8;"4D";"Medsize"
"OR";14246.14841;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";207;13;68;6;"PERS";1490.4;"LUX";"Small"
"AR";2554.551152;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";70;19;27;1;"PERS";336;"4D";"Medsize"
"CAL";3226.516193;"No";"Extended";"COLL";"EMP";"F";91774;"URB";"SING";81;4;21;1;"PERS";285.020982;"4D";"Medsize"
"WASH";2227.072755;"Yes";"Basic";"HSOB";"RET";"M";27972;"SUBU";"MAR";61;7;38;1;"PERS";292.8;"4D";"Medsize"
"CAL";10623.40552;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"MAR";96;11;16;2;"PERS";460.8;"4D";"Small"
"OR";8304.688878;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"MAR";122;22;14;9;"CORP";681.328474;"SUV";"Small"
"CAL";5155.529312;"No";"Basic";"COLL";"EMP";"F";77857;"RUR";"MAR";64;0;99;9;"PERS";160.62847;"4D";"Small"
"OR";4407.769164;"No";"Basic";"BACH";"UNEMP";"F";0;"RUR";"DIV";62;18;34;3;"PERS";114.097383;"4D";"Medsize"
"CAL";2955.495724;"No";"Basic";"DOCT";"EMP";"F";56502;"SUBU";"SING";74;15;78;1;"PERS";355.2;"4D";"Medsize"
"OR";3900.906002;"No";"Extended";"BACH";"EMP";"M";95018;"URB";"MAR";97;21;81;1;"PERS";315.879728;"4D";"Large"
"OR";4531.372981;"No";"Extended";"BACH";"EMP";"M";23705;"SUBU";"MAR";122;33;2;1;"PERS";585.6;"SUV";"Medsize"
"CAL";2813.309659;"No";"Basic";"BACH";"EMP";"M";72333;"URB";"MAR";70;10;20;1;"PERS";177.224451;"2D";"Large"
"AR";7196.721128;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";107;22;96;4;"PERS";770.4;"SUV";"Medsize"
"AR";6301.102478;"No";"Extended";"BACH";"EMP";"M";47622;"URB";"MAR";80;15;13;7;"PERS";305.544034;"4D";"Medsize"
"NEV";7799.440458;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"MAR";105;33;7;3;"PERS";504;"SUV";"Medsize"
"OR";8292.626726;"No";"Basic";"COLL";"EMP";"M";79632;"URB";"DIV";106;7;72;3;"PERS";344.048739;"SUV";"Medsize"
"OR";18534.61157;"No";"Basic";"MAST";"ML";"M";16154;"RUR";"MAR";62;31;45;2;"PERS";91.355165;"4D";"Medsize"
"OR";2906.298309;"No";"Basic";"COLL";"EMP";"M";72211;"RUR";"MAR";73;12;1;1;"PERS";44.912125;"4D";"Medsize"
"CAL";6089.77238;"No";"Extended";"COLL";"EMP";"M";70892;"URB";"MAR";76;21;32;5;"CORP";206.709951;"2D";"Medsize"
"WASH";5016.144667;"No";"Basic";"COLL";"EMP";"F";49367;"RUR";"DIV";63;16;40;9;"PERS";69.230355;"4D";"Medsize"
"AR";15470.59658;"No";"Premium";"BACH";"EMP";"F";68086;"RUR";"MAR";194;34;6;3;"CORP";218.342169;"SUV";"Large"
"WASH";5680.467468;"No";"Basic";"MAST";"EMP";"M";90353;"RUR";"MAR";70;3;64;7;"PERS";72.617605;"2D";"Medsize"
"OR";4582.155128;"No";"Basic";"HSOB";"EMP";"F";49558;"SUBU";"DIV";115;1;73;1;"PERS";552;"SUV";"Large"
"WASH";8663.550386;"No";"Basic";"BACH";"EMP";"M";93485;"RUR";"MAR";72;31;40;2;"PERS";127.104785;"4D";"Medsize"
"OR";5274.20076;"No";"Basic";"HSOB";"ML";"M";10629;"SUBU";"SING";74;17;15;8;"PERS";532.8;"4D";"Small"
"CAL";2620.601718;"No";"Basic";"BACH";"ML";"M";10237;"URB";"MAR";72;31;97;1;"PERS";253.637853;"2D";"Medsize"
"OR";4515.184003;"No";"Premium";"COLL";"EMP";"F";87517;"SUBU";"MAR";112;1;28;1;"CORP";802.278237;"4D";"Small"
"NEV";5533.229132;"No";"Basic";"BACH";"EMP";"M";23241;"SUBU";"MAR";70;11;14;9;"PERS";504;"2D";"Small"
"AR";5216.914471;"No";"Basic";"HSOB";"EMP";"M";60861;"RUR";"MAR";66;8;82;4;"PERS";65.425125;"4D";"Small"
"NEV";7860.086842;"No";"Basic";"DOCT";"DIS";"M";21726;"SUBU";"MAR";104;20;79;8;"PERS";697.010998;"SUV";"Medsize"
"AR";5016.553079;"No";"Basic";"BACH";"EMP";"M";36313;"URB";"SING";67;3;38;9;"PERS";300.375887;"4D";"Medsize"
"CAL";3351.567048;"No";"Extended";"BACH";"EMP";"F";29160;"SUBU";"SING";87;25;62;1;"PERS";417.6;"2D";"Medsize"
"CAL";6732.202033;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";99;15;79;5;"PERS";712.8;"2D";"Small"
"OR";6423.739052;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";188;5;67;1;"CORP";1621.560425;"LUXS";"Medsize"
"CAL";4974.8733;"No";"Basic";"COLL";"EMP";"F";48139;"SUBU";"SING";63;9;41;9;"PERS";329.494;"4D";"Medsize"
"OR";4739.297046;"No";"Extended";"COLL";"UNEMP";"F";0;"RUR";"MAR";76;28;55;3;"PERS";38.792481;"2D";"Medsize"
"OR";6086.431746;"No";"Extended";"COLL";"RET";"F";13688;"SUBU";"DIV";84;25;2;8;"PERS";403.2;"2D";"Medsize"
"CAL";5016.641406;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";73;16;77;9;"CORP";525.6;"4D";"Medsize"
"NEV";7341.794924;"No";"Basic";"HSOB";"EMP";"F";27649;"SUBU";"SING";63;3;63;2;"PERS";302.4;"4D";"Small"
"AR";3215.196994;"No";"Extended";"MAST";"EMP";"F";24191;"RUR";"MAR";80;11;32;1;"PERS";103.750234;"4D";"Medsize"
"OR";2533.796807;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";71;11;77;1;"CORP";517.056582;"4D";"Medsize"
"OR";5340.535477;"No";"Basic";"HSOB";"EMP";"F";58493;"SUBU";"MAR";67;13;53;4;"PERS";321.6;"4D";"Large"
"CAL";3644.833554;"Yes";"Extended";"HSOB";"EMP";"F";82477;"SUBU";"MAR";90;1;69;1;"PERS";432;"2D";"Large"
"OR";6382.047596;"No";"Extended";"COLL";"EMP";"F";88663;"SUBU";"MAR";79;20;86;7;"SPEC";379.2;"4D";"Medsize"
"NEV";4303.637883;"No";"Basic";"HSOB";"EMP";"F";74057;"SUBU";"SING";109;27;24;1;"PERS";523.2;"SUV";"Medsize"
"AR";4228.734374;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";63;2;82;8;"CORP";302.4;"2D";"Small"
"AR";10426.08551;"No";"Basic";"COLL";"EMP";"F";52342;"SUBU";"MAR";66;28;28;2;"PERS";316.8;"2D";"Small"
"CAL";2484.747576;"No";"Basic";"BACH";"EMP";"M";42012;"RUR";"MAR";63;13;84;1;"CORP";40.754246;"4D";"Medsize"
"AR";8232.760182;"No";"Basic";"BACH";"EMP";"M";56021;"URB";"MAR";69;20;38;2;"PERS";279.51121;"4D";"Medsize"
"CAL";21768.69952;"No";"Extended";"HSOB";"EMP";"M";35124;"SUBU";"MAR";137;18;46;2;"PERS";986.4;"SUV";"Large"
"OR";2160.920387;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";62;4;49;1;"PERS";439.001718;"4D";"Medsize"
"NEV";4423.690041;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";125;8;55;1;"PERS";900;"SUV";"Medsize"
"AR";3691.765242;"No";"Extended";"COLL";"EMP";"F";37202;"URB";"MAR";93;30;86;1;"PERS";322.528829;"2D";"Medsize"
"OR";4940.508153;"No";"Basic";"COLL";"EMP";"M";65985;"RUR";"SING";71;3;47;4;"SPEC";42.43131;"4D";"Medsize"
"CAL";8503.942634;"No";"Basic";"HSOB";"EMP";"F";87771;"SUBU";"SING";74;8;9;2;"PERS";355.2;"4D";"Small"
"AR";41143.09011;"No";"Basic";"COLL";"EMP";"F";63624;"URB";"MAR";115;10;40;2;"PERS";306.337632;"SUV";"Medsize"
"CAL";10419.16743;"No";"Extended";"BACH";"EMP";"F";80192;"RUR";"MAR";129;8;69;9;"PERS";200.662297;"SUV";"Large"
"OR";4139.89767;"No";"Basic";"BACH";"EMP";"M";35945;"SUBU";"DIV";105;14;25;1;"PERS";756;"SUV";"Small"
"OR";7627.660848;"No";"Basic";"COLL";"EMP";"M";93004;"URB";"MAR";63;31;2;2;"CORP";205.957043;"4D";"Medsize"
"WASH";6162.369756;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";89;4;24;4;"PERS";941.347502;"4D";"Medsize"
"CAL";25807.063;"Yes";"Extended";"COLL";"EMP";"F";71210;"SUBU";"MAR";214;8;89;2;"PERS";1027.2;"LUX";"Small"
"OR";15506.9278;"No";"Basic";"COLL";"EMP";"F";99159;"SUBU";"MAR";190;7;14;5;"PERS";912;"LUXS";"Large"
"NEV";5757.489397;"No";"Basic";"COLL";"EMP";"F";81491;"RUR";"DIV";72;21;24;3;"PERS";61.715527;"4D";"Medsize"
"CAL";39365.29616;"No";"Basic";"MAST";"EMP";"F";99875;"RUR";"DIV";108;12;37;2;"PERS";114.972914;"SUV";"Medsize"
"CAL";5555.492159;"No";"Extended";"HSOB";"EMP";"F";51705;"URB";"MAR";139;26;79;1;"PERS";545.291103;"SUV";"Medsize"
"AR";23893.3041;"No";"Extended";"BACH";"EMP";"F";39837;"RUR";"MAR";201;11;63;2;"CORP";381.306996;"LUXS";"Medsize"
"OR";9594.78115;"No";"Extended";"COLL";"EMP";"F";31421;"SUBU";"MAR";81;5;95;2;"PERS";388.8;"2D";"Medsize"
"AR";5411.936509;"No";"Extended";"BACH";"EMP";"M";81531;"URB";"MAR";135;23;50;1;"PERS";420.434259;"SUV";"Small"
"CAL";5318.89664;"Yes";"Basic";"BACH";"EMP";"F";25134;"SUBU";"MAR";67;3;0;6;"CORP";321.6;"4D";"Small"
"CAL";7731.713059;"No";"Extended";"COLL";"EMP";"F";37386;"SUBU";"MAR";97;1;4;3;"CORP";465.6;"4D";"Large"
"CAL";2004.350666;"Yes";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"DIV";66;16;35;1;"CORP";316.8;"4D";"Small"
"OR";5510.965059;"No";"Basic";"COLL";"EMP";"F";99553;"RUR";"MAR";68;14;85;6;"CORP";111.586995;"4D";"Medsize"
"AR";11158.12643;"No";"Premium";"BACH";"UNEMP";"F";0;"SUBU";"SING";161;19;71;9;"CORP";1159.2;"SUV";"Small"
"AR";5390.27165;"No";"Basic";"HSOB";"EMP";"M";70705;"URB";"MAR";69;31;61;6;"PERS";272.024652;"2D";"Medsize"
"NEV";2658.217729;"No";"Basic";"COLL";"EMP";"F";22724;"RUR";"SING";69;21;39;1;"PERS";9.424668;"4D";"Medsize"
"OR";8826.611996;"No";"Basic";"COLL";"EMP";"F";26320;"SUBU";"MAR";111;3;92;9;"CORP";603.819794;"SUV";"Large"
"NEV";4713.404623;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";69;7;90;8;"PERS";806.534801;"4D";"Medsize"
"CAL";2393.915369;"Yes";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";70;24;10;1;"PERS";425.266308;"4D";"Medsize"
"CAL";11895.18188;"No";"Extended";"COLL";"EMP";"F";88218;"RUR";"DIV";99;9;25;2;"PERS";50.32306;"2D";"Large"
"NEV";5580.960642;"No";"Basic";"MAST";"EMP";"M";25180;"URB";"MAR";70;21;44;9;"PERS";235.895575;"4D";"Medsize"
"OR";8617.550432;"No";"Basic";"BACH";"EMP";"F";48091;"RUR";"MAR";108;30;66;9;"PERS";132.041491;"SUV";"Medsize"
"OR";3940.123576;"No";"Basic";"HSOB";"EMP";"M";92539;"RUR";"SING";100;1;55;1;"CORP";25.713622;"SUV";"Medsize"
"AR";2448.765205;"No";"Basic";"BACH";"EMP";"F";40658;"RUR";"MAR";61;24;79;1;"PERS";38.379869;"4D";"Medsize"
"AR";4439.677708;"No";"Basic";"BACH";"EMP";"M";75453;"RUR";"MAR";112;6;90;1;"SPEC";163.9498;"SUV";"Medsize"
"OR";2534.946955;"No";"Basic";"COLL";"EMP";"M";94003;"SUBU";"SING";64;14;39;1;"PERS";307.2;"4D";"Medsize"
"AR";17420.56565;"No";"Extended";"MAST";"EMP";"M";31737;"SUBU";"MAR";218;17;2;3;"PERS";1046.4;"LUXS";"Medsize"
"WASH";2393.915369;"Yes";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";70;24;10;1;"PERS";425.266308;"4D";"Medsize"
"WASH";2681.332102;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";71;2;94;1;"PERS";340.8;"4D";"Small"
"CAL";4272.80504;"No";"Premium";"COLL";"UNEMP";"F";0;"SUBU";"SING";114;0;75;1;"PERS";1343.619461;"4D";"Small"
"CAL";15284.33065;"No";"Basic";"BACH";"EMP";"M";48885;"SUBU";"MAR";190;31;90;9;"PERS";1090.122048;"LUX";"Medsize"
"NEV";20186.34693;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";79;14;22;2;"CORP";379.2;"4D";"Medsize"
"CAL";4984.618655;"Yes";"Basic";"BACH";"EMP";"M";86305;"RUR";"MAR";62;1;99;5;"PERS";80.73124;"4D";"Medsize"
"OR";5246.278375;"Yes";"Basic";"BACH";"EMP";"F";28909;"SUBU";"MAR";66;15;66;8;"CORP";456.702735;"2D";"Medsize"
"CAL";8827.229838;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";123;35;38;3;"PERS";1088.38378;"SUV";"Medsize"
"OR";3269.013926;"No";"Extended";"COLL";"EMP";"M";26140;"SUBU";"MAR";84;23;37;1;"PERS";403.2;"2D";"Small"
"OR";16979.79757;"Yes";"Basic";"BACH";"EMP";"M";35095;"SUBU";"DIV";73;25;56;2;"PERS";525.6;"2D";"Small"
"AR";2479.920134;"No";"Basic";"BACH";"EMP";"F";31678;"RUR";"MAR";63;7;3;1;"PERS";76.629988;"2D";"Medsize"
"AR";7200.566588;"No";"Basic";"MAST";"DIS";"M";28245;"SUBU";"MAR";62;0;16;2;"PERS";297.6;"2D";"Medsize"
"OR";7917.119912;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";72;0;97;2;"PERS";345.6;"4D";"Medsize"
"NEV";24061.11048;"No";"Basic";"HSOB";"ML";"F";19168;"SUBU";"MAR";106;12;54;2;"PERS";508.8;"SUV";"Medsize"
"CAL";19160.98994;"Yes";"Extended";"MAST";"EMP";"F";22705;"SUBU";"DIV";239;19;59;7;"PERS";1294.700423;"LUXS";"Medsize"
"NEV";23295.06014;"No";"Basic";"COLL";"EMP";"F";86481;"URB";"SING";65;9;69;2;"CORP";189.971267;"2D";"Small"
"AR";7553.936525;"No";"Basic";"DOCT";"EMP";"M";38008;"URB";"DIV";68;12;40;2;"PERS";321.789644;"4D";"Medsize"
"CAL";2405.618791;"No";"Basic";"COLL";"EMP";"M";63032;"SUBU";"MAR";61;5;79;1;"PERS";404.550554;"4D";"Medsize"
"WASH";4865.371797;"No";"Extended";"COLL";"EMP";"F";27228;"RUR";"MAR";129;19;61;1;"PERS";238.262773;"SPO";"Medsize"
"NEV";16388.09542;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";68;5;4;2;"PERS";483.578159;"4D";"Large"
"OR";2611.14858;"No";"Basic";"BACH";"RET";"F";13424;"SUBU";"DIV";71;30;78;1;"PERS";340.8;"4D";"Medsize"
"OR";8688.754812;"No";"Basic";"COLL";"EMP";"F";59098;"SUBU";"DIV";110;31;73;3;"PERS";665.931223;"SUV";"Medsize"
"OR";13736.1325;"Yes";"Premium";"MAST";"DIS";"F";16181;"SUBU";"DIV";181;22;79;8;"PERS";1261.319869;"SUV";"Medsize"
"OR";8564.768226;"Yes";"Basic";"HSOB";"EMP";"M";95697;"RUR";"MAR";107;29;29;9;"PERS";178.006524;"SPO";"Medsize"
"AR";7019.177186;"Yes";"Basic";"COLL";"RET";"M";26806;"SUBU";"MAR";63;32;19;2;"PERS";302.4;"4D";"Medsize"
"OR";8114.409136;"No";"Basic";"HSOB";"EMP";"M";30595;"SUBU";"MAR";69;22;36;2;"CORP";446.08476;"4D";"Medsize"
"NEV";4864.382304;"No";"Basic";"COLL";"EMP";"M";88079;"RUR";"MAR";61;16;37;3;"PERS";121.88814;"2D";"Medsize"
"OR";8569.422637;"No";"Basic";"BACH";"EMP";"F";99803;"URB";"MAR";71;1;67;2;"PERS";189.143402;"4D";"Small"
"NEV";17793.60797;"No";"Premium";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";118;26;43;2;"PERS";1118.990694;"4D";"Large"
"OR";12944.18562;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";191;27;49;3;"PERS";1375.2;"LUX";"Medsize"
"OR";2649.207711;"No";"Basic";"COLL";"EMP";"F";36283;"URB";"DIV";68;14;63;1;"PERS";291.410965;"4D";"Medsize"
"AR";4582.899414;"No";"Basic";"BACH";"EMP";"F";66991;"URB";"MAR";115;1;71;1;"PERS";399.617715;"SUV";"Medsize"
"CAL";2691.70088;"No";"Basic";"BACH";"EMP";"M";34322;"SUBU";"MAR";70;20;46;1;"CORP";336;"4D";"Medsize"
"OR";2466.376803;"No";"Basic";"COLL";"EMP";"F";44855;"RUR";"MAR";63;3;71;1;"PERS";103.607499;"4D";"Medsize"
"AR";9277.472901;"No";"Premium";"BACH";"EMP";"M";97729;"RUR";"MAR";115;4;48;7;"PERS";221.047584;"4D";"Large"
"OR";4142.561212;"No";"Premium";"HSOB";"EMP";"F";48263;"SUBU";"MAR";104;2;32;1;"PERS";674.863718;"2D";"Small"
"CAL";27990.27159;"No";"Extended";"BACH";"EMP";"F";68343;"SUBU";"SING";79;20;78;2;"PERS";379.2;"2D";"Medsize"
"OR";9409.143498;"No";"Basic";"MAST";"EMP";"M";76847;"RUR";"SING";118;16;52;3;"CORP";31.58501;"SUV";"Medsize"
"OR";2581.022016;"No";"Basic";"HSOB";"EMP";"M";35795;"SUBU";"MAR";65;25;53;1;"PERS";312;"4D";"Medsize"
"CAL";7637.111954;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";71;1;29;2;"PERS";340.8;"4D";"Large"
"OR";2471.077732;"No";"Basic";"HSOB";"EMP";"F";53074;"URB";"MAR";61;5;86;1;"PERS";268.773368;"2D";"Medsize"
"CAL";2302.818965;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";63;13;48;1;"CORP";732.638975;"4D";"Large"
"AR";8716.368952;"No";"Basic";"BACH";"EMP";"F";28743;"SUBU";"SING";112;9;13;3;"PERS";537.6;"SUV";"Medsize"
"CAL";5207.985921;"No";"Basic";"COLL";"EMP";"F";81839;"RUR";"MAR";65;23;39;4;"PERS";74.666163;"4D";"Medsize"
"OR";2719.506996;"Yes";"Basic";"COLL";"RET";"F";14030;"SUBU";"MAR";72;11;3;1;"PERS";345.6;"2D";"Large"
"OR";2452.726922;"No";"Basic";"COLL";"EMP";"F";32764;"SUBU";"MAR";61;30;23;1;"PERS";292.953446;"2D";"Small"
"OR";3829.090645;"No";"Extended";"MAST";"EMP";"M";74775;"SUBU";"DIV";95;18;35;1;"PERS";676.658911;"4D";"Small"
"AR";8873.525122;"No";"Premium";"BACH";"EMP";"F";53503;"SUBU";"SING";114;3;43;7;"PERS";547.2;"4D";"Medsize"
"CAL";15925.05739;"No";"Extended";"COLL";"EMP";"M";34455;"SUBU";"MAR";135;8;69;2;"PERS";648;"SUV";"Medsize"
"WASH";2952.360309;"No";"Basic";"HSOB";"EMP";"M";52198;"SUBU";"MAR";74;2;62;1;"PERS";355.2;"2D";"Small"
