"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS";"Cluster"
"CAL";2302.818965;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";63;13;48;1;"CORP";732.638975;"4D";"L";1
"AR";8716.368952;"No";"Basic";"BACH";"EMP";"F";28743;"SUBU";"SING";112;9;13;3;"PERS";537.6;"SUV";"M";1
"CAL";5207.985921;"No";"Basic";"COLL";"EMP";"F";81839;"RUR";"MAR";65;23;39;4;"PERS";74.666163;"4D";"M";1
"OR";2719.506996;"Yes";"Basic";"COLL";"RET";"F";14030;"SUBU";"MAR";72;11;3;1;"PERS";345.6;"2D";"L";1
"OR";2452.726922;"No";"Basic";"COLL";"EMP";"F";32764;"SUBU";"MAR";61;30;23;1;"PERS";292.953446;"2D";"S";1
"OR";3829.090645;"No";"Extended";"MAST";"EMP";"M";74775;"SUBU";"DIV";95;18;35;1;"PERS";676.658911;"4D";"S";1
"AR";8873.525122;"No";"Premium";"BACH";"EMP";"F";53503;"SUBU";"SING";114;3;43;7;"PERS";547.2;"4D";"M";2
"CAL";15925.05739;"No";"Extended";"COLL";"EMP";"M";34455;"SUBU";"MAR";135;8;69;2;"PERS";648;"SUV";"M";3
"WASH";2952.360309;"No";"Basic";"HSOB";"EMP";"M";52198;"SUBU";"MAR";74;2;62;1;"PERS";355.2;"2D";"S";3
"OR";15923.95503;"No";"Extended";"COLL";"EMP";"F";64429;"RUR";"MAR";133;1;58;2;"PERS";222.080015;"SUV";"M";3
"OR";7285.030983;"Yes";"Basic";"HSOB";"EMP";"M";44788;"SUBU";"MAR";61;6;48;2;"PERS";386.031248;"4D";"S";1
"CAL";13104.30284;"No";"Basic";"BACH";"EMP";"F";30130;"SUBU";"MAR";110;22;12;2;"PERS";528;"SUV";"S";1
"AR";2436.839358;"No";"Basic";"COLL";"UNEMP";"F";0;"RUR";"MAR";65;34;84;1;"PERS";149.241472;"2D";"L";3
"NEV";9350.872287;"No";"Premium";"HSOB";"UNEMP";"M";0;"SUBU";"SING";275;3;64;1;"CORP";1980;"LUXS";"M";3
"OR";9035.671134;"Yes";"Premium";"HSOB";"EMP";"F";34337;"SUBU";"MAR";113;20;44;9;"CORP";542.4;"4D";"L";2
"CAL";17250.74771;"No";"Basic";"HSOB";"EMP";"M";22276;"SUBU";"MAR";111;19;73;2;"PERS";783.211084;"SUV";"M";3
"CAL";2549.080421;"No";"Basic";"COLL";"EMP";"M";52980;"URB";"MAR";64;33;93;1;"PERS";191.945693;"4D";"L";3
"CAL";8954.840118;"No";"Basic";"BACH";"EMP";"F";97736;"RUR";"MAR";74;19;22;2;"PERS";60.090984;"4D";"M";1
"WASH";2467.97792;"No";"Basic";"COLL";"UNEMP";"F";0;"URB";"MAR";67;0;14;1;"CORP";222.903462;"2D";"M";1
"WASH";7700.619936;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";73;15.3737888832228;16;2;"CORP";792.868448;"4D";"M";1
"NEV";3776.665506;"No";"Extended";"COLL";"EMP";"F";68727;"URB";"MAR";94;19;76;1;"CORP";386.520235;"2D";"L";3
"NEV";8044.872393;"Yes";"Basic";"BACH";"EMP";"M";71391;"URB";"MAR";67;29;39;2;"PERS";284.000172;"4D";"M";1
"CAL";5029.671927;"No";"Basic";"COLL";"EMP";"F";62271;"RUR";"MAR";63;30;52;3;"PERS";25.478179;"4D";"M";1
"CAL";19957.79034;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";187;1;7;2;"PERS";1346.4;"LUX";"L";1
"CAL";6179.699689;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";86;12;96;8;"CORP";412.8;"4D";"M";2
"WASH";5678.050167;"Yes";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"MAR";76;8;44;3;"PERS";364.8;"4D";"S";1
"WASH";4089.429492;"No";"Basic";"COLL";"EMP";"M";28506;"SUBU";"MAR";104;27;37;1;"PERS";499.2;"SUV";"S";1
"AR";3142.87734;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"DIV";86;17;35;1;"PERS";412.8;"4D";"S";1
"CAL";22895.34606;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";94;14;17;2;"CORP";676.8;"4D";"M";1
"CAL";5586.893159;"No";"Basic";"DOCT";"EMP";"F";94161;"RUR";"MAR";69;0;65;4;"PERS";108.989737;"4D";"M";1
"OR";12105.29422;"No";"Basic";"COLL";"EMP";"M";33345;"SUBU";"DIV";102;34;37;2;"PERS";694.078608;"SUV";"M";3
"CAL";11971.97765;"No";"Premium";"COLL";"EMP";"F";64195;"URB";"DIV";158;0;27;6;"PERS";618.288849;"SUV";"M";2
"OR";15328.45723;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"MAR";138;1;34;2;"CORP";688.828746;"SUV";"S";1
"OR";5424.256733;"No";"Basic";"BACH";"EMP";"F";67414;"RUR";"MAR";68;7;37;8;"PERS";148.778455;"4D";"M";2
"AR";4981.825724;"No";"Basic";"HSOB";"EMP";"M";33176;"SUBU";"MAR";63;22;75;3;"CORP";302.4;"4D";"M";3
"OR";14635.45158;"Yes";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"DIV";139;5;56;2;"PERS";667.2;"SUV";"M";1
"OR";6862.866306;"No";"Extended";"COLL";"EMP";"M";56779;"SUBU";"DIV";86;21;16;3;"CORP";435.388932;"4D";"M";1
"CAL";13745.04802;"No";"Basic";"COLL";"EMP";"M";40810;"SUBU";"MAR";114;8;14;2;"PERS";780.378964;"SUV";"M";1
"NEV";8111.651948;"No";"Basic";"HSOB";"EMP";"M";30622;"SUBU";"MAR";68;22;86;2;"CORP";326.4;"4D";"S";3
"OR";22712.02364;"No";"Basic";"DOCT";"DIS";"M";14119;"RUR";"MAR";67;4;53;2;"SPEC";68.019973;"2D";"M";1
"OR";56675.93768;"No";"Premium";"COLL";"EMP";"F";77237;"SUBU";"MAR";283;33;93;2;"PERS";1358.4;"LUXS";"M";3
"NEV";8160.587729;"No";"Basic";"COLL";"DIS";"F";24980;"SUBU";"DIV";71;34;14;2;"PERS";511.2;"2D";"M";1
"NEV";3919.366722;"Yes";"Extended";"HSOB";"EMP";"F";66676;"SUBU";"MAR";97;0;40;1;"CORP";558.099357;"4D";"S";1
"CAL";7286.155383;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";69;4;83;2;"PERS";669.716478;"4D";"S";1
"OR";7589.634;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";69;30;97;2;"PERS";331.2;"4D";"S";3
"AR";9032.370378;"No";"Extended";"BACH";"UNEMP";"F";0;"RUR";"MAR";82;24;21;2;"PERS";157.208336;"4D";"M";1
"CAL";5555.556089;"No";"Basic";"BACH";"EMP";"M";41853;"RUR";"SING";71;17;51;3;"PERS";155.511553;"2D";"M";1
"NEV";8257.666512;"Yes";"Basic";"BACH";"DIS";"F";23815;"SUBU";"MAR";73;4;47;2;"PERS";424.330166;"4D";"M";1
"CAL";2721.749756;"No";"Basic";"BACH";"ML";"M";22885;"SUBU";"MAR";73;20;46;1;"CORP";386.245297;"4D";"M";3
"NEV";5230.092742;"No";"Basic";"HSOB";"EMP";"M";32630;"URB";"MAR";66;26;40;3;"PERS";202.961374;"4D";"M";3
"CAL";6273.911874;"Yes";"Extended";"COLL";"RET";"F";18577;"SUBU";"DIV";86;21;76;6;"PERS";412.8;"4D";"M";2
"OR";5866.068903;"No";"Basic";"HSOB";"EMP";"M";75952;"SUBU";"MAR";73;5;17;3;"PERS";350.4;"2D";"M";1
"NEV";8802.188243;"No";"Basic";"BACH";"EMP";"M";96390;"URB";"MAR";73;17;47;2;"CORP";316.977588;"2D";"M";3
"CAL";8722.895091;"No";"Basic";"COLL";"EMP";"F";25680;"URB";"DIV";73;10;93;2;"PERS";332.40907;"2D";"M";3
"NEV";8178.521899;"No";"Premium";"BACH";"UNEMP";"M";0;"SUBU";"SING";112;17;29;7;"PERS";806.4;"4D";"M";2
"NEV";43217.21611;"No";"Extended";"HSOB";"EMP";"M";51504;"SUBU";"SING";220;30;99;2;"PERS";2552.343856;"LUXS";"M";3
"OR";2442.216651;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";74;15;9;1;"PERS";532.8;"4D";"M";1
"CAL";2919.710443;"No";"Basic";"MAST";"EMP";"F";41456;"URB";"MAR";73;11;19;1;"PERS";257.380112;"4D";"M";1
"NEV";6366.225775;"Yes";"Extended";"HSOB";"EMP";"M";44368;"SUBU";"MAR";80;5;72;3;"PERS";384;"2D";"L";3
"OR";17114.32815;"No";"Extended";"MAST";"EMP";"F";70961;"SUBU";"MAR";85;19;8;2;"CORP";408;"4D";"S";1
"OR";2395.57;"Yes";"Basic";"DOCT";"DIS";"F";21986;"SUBU";"DIV";63;1;9;1;"PERS";333.696228;"2D";"M";1
"OR";2987.949471;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";83;14;22;1;"CORP";708.693556;"4D";"M";1
"AR";12780.276;"No";"Basic";"MAST";"EMP";"F";33514;"URB";"MAR";105;33;2;2;"PERS";265.215014;"SPO";"M";1
"AR";3906.669584;"No";"Extended";"COLL";"EMP";"F";60230;"RUR";"MAR";98;13;91;1;"PERS";8.129056;"4D";"S";3
"CAL";2594.591182;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";70;17;47;1;"CORP";494.196873;"4D";"M";1
"WASH";5267.848664;"No";"Basic";"COLL";"EMP";"M";40818;"SUBU";"MAR";66;6;3;6;"PERS";316.8;"4D";"M";2
"OR";9095.049868;"Yes";"Basic";"COLL";"EMP";"M";37937;"SUBU";"MAR";116;11;42;5;"PERS";556.8;"SUV";"M";1
"AR";7122.273163;"No";"Extended";"COLL";"EMP";"F";64571;"SUBU";"DIV";89;34;91;6;"CORP";452.115601;"4D";"S";2
"CAL";9117.441695;"No";"Extended";"BACH";"UNEMP";"M";0;"URB";"MAR";126;29;61;3;"CORP";421.906803;"SUV";"M";3
"CAL";41075.42879;"No";"Extended";"COLL";"EMP";"M";21988;"SUBU";"MAR";209;12;62;2;"PERS";1003.2;"LUX";"M";3
"AR";3486.699561;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";95;12;5;1;"CORP";684;"4D";"M";1
"OR";7297.687812;"No";"Extended";"BACH";"EMP";"M";24672;"SUBU";"MAR";93;9;44;9;"PERS";669.6;"2D";"M";2
"OR";2502.209885;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"DIV";74;26;95;1;"CORP";355.2;"4D";"M";3
"CAL";9955.490835;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"SING";96;1;79;2;"PERS";460.8;"4D";"L";1
"OR";7094.158873;"No";"Basic";"BACH";"EMP";"M";72878;"RUR";"MAR";61;0;58;2;"CORP";45.463345;"2D";"M";1
"OR";12280.76661;"Yes";"Premium";"COLL";"EMP";"M";88340;"SUBU";"MAR";102;16;1;2;"PERS";489.6;"2D";"M";1
"OR";5773.90039;"No";"Basic";"BACH";"EMP";"M";52278;"URB";"MAR";73;15.1785246617198;91;3;"PERS";234.997994;"2D";"M";3
"CAL";4904.894731;"Yes";"Extended";"COLL";"RET";"F";12902;"SUBU";"DIV";139;3;51;1;"PERS";667.2;"SPO";"M";1
"AR";3423.822189;"No";"Extended";"COLL";"EMP";"M";99816;"RUR";"SING";86;0;0;1;"CORP";172.913031;"2D";"M";1
"AR";2689.16845;"No";"Basic";"COLL";"EMP";"F";26554;"SUBU";"MAR";68;18;86;1;"PERS";391.687368;"2D";"S";3
"CAL";3109.007806;"No";"Extended";"HSOB";"EMP";"M";77485;"URB";"MAR";77;0;87;1;"CORP";355.909266;"4D";"M";3
"OR";22425.25604;"No";"Basic";"COLL";"EMP";"M";22537;"SUBU";"MAR";64;24;87;2;"CORP";307.2;"4D";"M";3
"CAL";5705.547071;"No";"Basic";"HSOB";"EMP";"F";76522;"SUBU";"MAR";71;31;71;6;"PERS";340.8;"4D";"M";2
"OR";2063.387895;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";64;22;34;1;"PERS";602.911057;"4D";"S";1
"OR";5096.673223;"Yes";"Basic";"MAST";"DIS";"F";22886;"SUBU";"DIV";65;9;81;3;"SPEC";312;"4D";"S";3
"OR";4101.935985;"No";"Premium";"HSOB";"UNEMP";"M";0;"SUBU";"SING";115;1;34;1;"PERS";552;"2D";"M";1
"OR";2537.929538;"No";"Basic";"HSOB";"EMP";"M";25506;"SUBU";"MAR";65;10;16;1;"PERS";312;"2D";"M";1
"NEV";3651.69247;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";110;7;70;1;"PERS";1265.387328;"SUV";"L";3
"CAL";10014.05568;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";98;19;17;2;"PERS";705.6;"2D";"S";1
"OR";6758.807188;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";191;22;38;1;"PERS";2042.569089;"LUX";"M";3
"OR";5205.90965;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"MAR";72;18;91;9;"PERS";345.6;"2D";"M";2
"OR";2847.965582;"No";"Basic";"HSOB";"EMP";"F";96357;"URB";"MAR";71;4;69;1;"PERS";238.245103;"4D";"M";1
"CAL";11513.35549;"No";"Basic";"COLL";"ML";"M";16266;"SUBU";"MAR";100;11;23;2;"SPEC";1177.323534;"SUV";"M";1
"AR";7588.35586;"No";"Extended";"HSOB";"EMP";"M";76516;"SUBU";"MAR";95;13;15;9;"PERS";661.008979;"2D";"M";2
"AR";2389.310128;"No";"Basic";"COLL";"EMP";"F";20484;"URB";"MAR";61;3;89;1;"PERS";181.218317;"4D";"M";3
"CAL";5066.827444;"No";"Basic";"MAST";"EMP";"F";40215;"RUR";"DIV";64;11;22;3;"PERS";98.480884;"4D";"M";1
"CAL";36860.90798;"No";"Extended";"BACH";"ML";"M";22854;"SUBU";"MAR";122;28;53;2;"SPEC";878.4;"SPO";"S";3
"CAL";3961.58618;"No";"Basic";"HSOB";"UNEMP";"F";0;"RUR";"SING";118;6;34;1;"CORP";264.642948;"SUV";"M";1
"CAL";8476.80656;"No";"Premium";"HSOB";"EMP";"F";55217;"SUBU";"MAR";107;9;9;9;"PERS";696.115596;"2D";"M";2
"CAL";10110.76997;"No";"Extended";"COLL";"EMP";"M";76276;"RUR";"SING";86;24;19;2;"CORP";93.309811;"2D";"L";1
"WASH";2476.480866;"No";"Basic";"COLL";"EMP";"F";47918;"URB";"MAR";62;2;51;1;"CORP";246.256648;"2D";"M";1
"CAL";4462.997006;"Yes";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";73;35;52;5;"CORP";350.4;"2D";"M";3
"AR";3141.252909;"No";"Extended";"COLL";"EMP";"M";43499;"SUBU";"MAR";80;8;44;1;"PERS";529.490007;"4D";"M";3
"OR";2496.140812;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";72;14;58;1;"CORP";518.4;"2D";"M";3
"AR";6861.278936;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";71;11;21;2;"PERS";476.197355;"2D";"M";1
"OR";4983.178714;"No";"Extended";"BACH";"DIS";"M";21497;"SUBU";"MAR";128;31;58;1;"PERS";614.4;"SPO";"M";3
"AR";2227.072755;"Yes";"Basic";"HSOB";"RET";"M";27972;"SUBU";"MAR";61;7;38;1;"PERS";292.8;"4D";"M";1
"NEV";9670.181104;"No";"Extended";"MAST";"DIS";"F";20942;"SUBU";"DIV";84;12;59;2;"PERS";403.2;"4D";"M";3
"OR";5088.687654;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";71;31;52;4;"CORP";511.2;"4D";"S";3
"WASH";7095.134789;"No";"Premium";"HSOB";"EMP";"F";74298;"RUR";"MAR";177;9;81;1;"CORP";161.537767;"SPO";"M";3
"CAL";5437.908293;"No";"Extended";"COLL";"EMP";"F";23339;"SUBU";"MAR";138;8;31;1;"CORP";666.307195;"SUV";"M";3
"AR";5033.693296;"No";"Extended";"COLL";"EMP";"F";77031;"SUBU";"MAR";125;17;17;1;"PERS";600;"SUV";"M";1
"OR";14019.83314;"No";"Basic";"COLL";"EMP";"M";31739;"SUBU";"DIV";71;10;29;2;"PERS";469.882367;"2D";"S";1
"NEV";4877.61238;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";66;4;30;5;"PERS";420.39344;"2D";"M";2
"WASH";3449.494119;"No";"Extended";"BACH";"ML";"F";25236;"SUBU";"DIV";89;2;26;1;"PERS";427.2;"4D";"M";1
"OR";3771.617797;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"MAR";103;25;16;1;"PERS";685.227276;"SUV";"M";1
"OR";5824.817366;"No";"Basic";"BACH";"EMP";"M";40964;"SUBU";"MAR";74;7;57;8;"SPEC";355.2;"2D";"L";2
"OR";4379.92784;"No";"Basic";"DOCT";"EMP";"F";40896;"URB";"MAR";109;3;61;1;"PERS";319.294289;"SPO";"M";3
"OR";5793.157728;"No";"Basic";"BACH";"EMP";"M";95733;"SUBU";"MAR";72;19;82;3;"CORP";475.423848;"2D";"S";3
"CAL";2725.680297;"No";"Basic";"HSOB";"EMP";"F";39161;"SUBU";"MAR";71;8;84;1;"PERS";340.8;"4D";"M";3
"AR";5790.565333;"No";"Basic";"MAST";"EMP";"M";84551;"RUR";"DIV";72;10;82;5;"PERS";28.92584;"4D";"L";2
"NEV";8502.237137;"No";"Premium";"BACH";"ML";"F";12843;"SUBU";"SING";111;6;47;3;"CORP";1143.494486;"4D";"S";1
"AR";2476.588891;"No";"Basic";"COLL";"EMP";"F";71551;"SUBU";"SING";62;10;19;1;"PERS";297.6;"4D";"M";1
"AR";2426.95904;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";71;2;5;1;"CORP";511.2;"4D";"S";1
"OR";5897.986595;"No";"Basic";"HSOB";"EMP";"F";77835;"RUR";"DIV";74;2;30;4;"PERS";43.618784;"4D";"M";2
"WASH";4617.391775;"No";"Basic";"BACH";"ML";"F";16764;"SUBU";"MAR";61;13;79;7;"PERS";292.8;"4D";"M";2
"NEV";12521.42105;"No";"Premium";"HSOB";"EMP";"M";39007;"SUBU";"MAR";105;29;16;2;"PERS";1023.844984;"2D";"L";1
"WASH";9079.823377;"No";"Basic";"MAST";"EMP";"F";20290;"SUBU";"MAR";113;6;75;3;"PERS";766.519022;"SUV";"M";3
"AR";7777.201669;"No";"Basic";"HSOB";"EMP";"F";46182;"RUR";"MAR";65;23;27;2;"CORP";2.574682;"2D";"M";1
"OR";5601.68063;"No";"Basic";"COLL";"DIS";"F";11920;"SUBU";"MAR";74;20;27;7;"PERS";355.2;"4D";"M";2
"AR";3459.037949;"No";"Extended";"HSOB";"EMP";"M";97162;"RUR";"MAR";86;0;63;1;"PERS";32.715179;"4D";"M";1
"AR";9061.951591;"No";"Basic";"COLL";"EMP";"M";42743;"RUR";"MAR";117;5;86;6;"PERS";101.288057;"SUV";"M";2
"OR";6866.093807;"No";"Basic";"COLL";"UNEMP";"F";0;"RUR";"DIV";64;18;59;2;"PERS";40.44586;"2D";"M";3
"CAL";2659.70565;"Yes";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"DIV";87;4;4;1;"PERS";420.041981;"4D";"M";1
"OR";12332.51669;"No";"Basic";"COLL";"EMP";"M";85789;"RUR";"MAR";105;18;54;2;"PERS";122.302824;"SPO";"M";3
"CAL";21172.38983;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";82;24;86;2;"PERS";588.269018;"4D";"M";3
"OR";3677.907634;"No";"Extended";"HSOB";"EMP";"M";31349;"SUBU";"MAR";93;10;32;1;"CORP";446.4;"4D";"M";1
"OR";9816.528302;"Yes";"Basic";"COLL";"EMP";"M";37256;"RUR";"MAR";62;15;7;2;"PERS";128.969729;"4D";"M";1
"AR";4922.165949;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";69;2;76;3;"PERS";331.2;"4D";"M";1
"CAL";7583.962264;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";102;27;29;5;"PERS";848.161322;"SPO";"M";2
"OR";2685.901421;"No";"Basic";"COLL";"EMP";"F";58166;"RUR";"MAR";67;3;19;1;"PERS";91.914969;"4D";"M";1
"WASH";4132.58858;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";63;4;55;3;"PERS";453.6;"4D";"M";1
"AR";8622.835375;"Yes";"Basic";"BACH";"EMP";"M";97361;"SUBU";"SING";73;6;85;2;"PERS";350.4;"4D";"M";1
"WASH";15253.26436;"No";"Basic";"HSOB";"EMP";"M";51937;"URB";"MAR";193;5;40;9;"PERS";850.389259;"LUX";"S";3
"OR";4277.560211;"No";"Basic";"COLL";"EMP";"F";75921;"SUBU";"MAR";106;32;4;1;"PERS";609.680428;"SUV";"M";1
"CAL";20096.89337;"Yes";"Basic";"HSOB";"EMP";"F";92766;"SUBU";"MAR";71;13.9669211195929;15;2;"PERS";379.029102;"2D";"L";1
"OR";4770.550911;"Yes";"Basic";"COLL";"ML";"F";12964;"SUBU";"SING";65;2;37;4;"PERS";362.774545;"2D";"M";1
"OR";7025.65076;"No";"Extended";"COLL";"EMP";"F";48117;"SUBU";"MAR";88;4;51;3;"CORP";422.4;"4D";"M";1
"CAL";8265.379176;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";77;17;41;2;"CORP";554.4;"2D";"S";1
"WASH";24552.8746;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";118;18;66;2;"PERS";966.541071;"SUV";"L";3
"OR";4407.97312;"No";"Basic";"HSOB";"EMP";"M";66152;"SUBU";"MAR";111;14;18;1;"CORP";532.8;"SUV";"M";1
"AR";2482.195895;"No";"Basic";"HSOB";"EMP";"M";31093;"URB";"SING";64;1;22;1;"PERS";274.956819;"4D";"M";1
"AR";3858.867206;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";107;15;58;1;"PERS";513.6;"SUV";"M";3
"CAL";11572.10339;"No";"Premium";"HSOB";"UNEMP";"F";0;"SUBU";"SING";166;4;49;4;"SPEC";1195.2;"SPO";"M";3
"CAL";3645.464325;"No";"Extended";"COLL";"ML";"F";19121;"SUBU";"MAR";95;1;18;1;"PERS";915.188647;"4D";"S";1
"OR";4362.772279;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";65;11;46;3;"PERS";468;"4D";"M";1
"OR";10425.98532;"No";"Extended";"HSOB";"EMP";"F";68563;"URB";"MAR";131;6;44;3;"PERS";350.097052;"SUV";"S";1
"NEV";7025.04419;"No";"Extended";"HSOB";"EMP";"M";24726;"RUR";"DIV";92;18;75;5;"PERS";150.693773;"4D";"M";3
"AR";7388.733207;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"MAR";97;31;24;3;"PERS";638.371157;"4D";"M";1
"CAL";2927.734329;"No";"Basic";"BACH";"EMP";"M";51991;"RUR";"MAR";73;4;95;1;"PERS";124.376921;"4D";"M";3
"CAL";8356.181097;"No";"Basic";"BACH";"UNEMP";"M";0;"RUR";"MAR";118;25;29;7;"PERS";153.176419;"SUV";"M";2
"OR";8718.056722;"No";"Basic";"HSOB";"EMP";"M";89096;"RUR";"SING";111;1;50;3;"PERS";64.98293;"SUV";"L";1
"OR";35227.29912;"No";"Premium";"HSOB";"EMP";"F";23031;"SUBU";"MAR";148;26;76;2;"SPEC";710.4;"SUV";"M";3
"AR";8697.882675;"No";"Basic";"BACH";"EMP";"M";29540;"SUBU";"DIV";73;3;23;2;"PERS";350.4;"4D";"M";1
"CAL";3554.845264;"Yes";"Extended";"MAST";"EMP";"F";58557;"RUR";"MAR";88;4;83;1;"PERS";55.510526;"4D";"L";3
"OR";2818.31302;"No";"Basic";"COLL";"EMP";"M";88816;"RUR";"MAR";70;33;9;1;"PERS";164.282841;"2D";"M";1
"CAL";19045.50012;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";61;2;61;2;"PERS";439.2;"4D";"S";1
"CAL";2893.806196;"No";"Basic";"HSOB";"EMP";"F";61809;"URB";"MAR";72;9;21;1;"PERS";328.004855;"2D";"M";1
"CAL";14439.80313;"No";"Basic";"COLL";"EMP";"M";58452;"SUBU";"SING";186;7;13;5;"CORP";892.8;"LUX";"M";2
"OR";5121.838914;"No";"Extended";"COLL";"EMP";"F";57161;"SUBU";"MAR";127;20;92;1;"PERS";609.6;"SPO";"M";3
"AR";2217.664193;"No";"Basic";"COLL";"UNEMP";"M";0;"RUR";"DIV";65;11;69;1;"PERS";111.872115;"4D";"M";3
"CAL";2861.717418;"No";"Basic";"HSOB";"EMP";"F";90083;"URB";"MAR";71;23;47;1;"PERS";181.689191;"2D";"M";3
"CAL";5979.724161;"Yes";"Extended";"HSOB";"EMP";"F";57693;"SUBU";"DIV";76;16;56;3;"PERS";547.2;"4D";"M";3
"NEV";7377.231238;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"MAR";69;16;42;2;"PERS";331.2;"4D";"M";1
"CAL";6366.225775;"Yes";"Extended";"HSOB";"EMP";"M";44368;"SUBU";"MAR";80;5;72;3;"PERS";384;"2D";"L";3
"OR";8657.968597;"No";"Basic";"COLL";"EMP";"M";68727;"RUR";"MAR";72;15;49;2;"PERS";171.475838;"4D";"M";3
"OR";11726.18921;"No";"Extended";"MAST";"EMP";"F";40564;"RUR";"MAR";97;0;36;2;"PERS";85.968142;"4D";"S";1
"NEV";5780.182197;"Yes";"Basic";"HSOB";"EMP";"M";51066;"SUBU";"SING";74;23;0;8;"PERS";787.993313;"4D";"M";2
"OR";10058.74013;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";92;30;81;2;"PERS";640.229108;"2D";"M";3
"WASH";7072.928971;"No";"Basic";"COLL";"EMP";"F";90551;"SUBU";"DIV";61;28;4;2;"CORP";374.527412;"4D";"S";1
"WASH";4787.206586;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";67;16;45;5;"PERS";321.6;"4D";"S";1
"CAL";3013.439451;"No";"Extended";"BACH";"DIS";"M";21353;"SUBU";"DIV";80;28;21;1;"PERS";576;"4D";"M";1
"CAL";3472.369996;"No";"Premium";"HSOB";"UNEMP";"M";0;"SUBU";"SING";102;25;48;1;"PERS";976.112456;"4D";"M";1
"OR";5380.898636;"Yes";"Basic";"COLL";"EMP";"F";55350;"SUBU";"MAR";67;0;13;9;"PERS";321.6;"4D";"M";2
"NEV";38230.21008;"No";"Basic";"BACH";"EMP";"M";80321;"RUR";"MAR";105;25;1;2;"CORP";166.972451;"SUV";"M";1
"CAL";5526.438887;"No";"Extended";"BACH";"EMP";"F";94230;"SUBU";"MAR";137;21;82;1;"SPEC";657.6;"SUV";"M";3
"AR";4883.117399;"No";"Basic";"BACH";"EMP";"M";53305;"SUBU";"SING";63;32;73;4;"CORP";302.4;"2D";"S";1
"CAL";14203.04178;"No";"Basic";"COLL";"EMP";"M";55593;"URB";"MAR";182;10;48;9;"CORP";677.63589;"LUX";"M";3
"OR";5745.41663;"No";"Premium";"BACH";"UNEMP";"F";0;"SUBU";"SING";165;27;38;1;"PERS";1853.202354;"SPO";"M";3
"AR";9602.07966;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";94;12;3;2;"PERS";676.8;"2D";"M";1
"AR";3199.75316;"No";"Extended";"BACH";"UNEMP";"M";0;"RUR";"MAR";87;3;43;1;"PERS";132.492438;"4D";"M";1
