"State";"Customer.Lifetime.Value";"Response";"Coverage";"Education";"EmploymentStatus";"Gender";"Income";"Location.Code";"Marital.Status";"Monthly.Premium.Auto";"Months.Since.Last.Claim";"Months.Since.Policy.Inception";"Number.of.Policies";"Policy.Type";"Total.Claim.Amount";"Vehicle.Class";"Vehicle.Size"
"Arizona";2562.843896;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";74;17;59;1;"Corporate Auto";663.423782;"Four-Door Car";"Large"
"Oregon";14886.70602;"No";"Basic";"High School or Below";"Employed";"M";91193;"Rural";"Married";185;15;75;6;"Personal Auto";1.587888;"Luxury SUV";"Medsize"
"Arizona";24338.51185;"No";"Basic";"High School or Below";"Employed";"F";73692;"Rural";"Married";67;1;10;2;"Personal Auto";24.843535;"Two-Door Car";"Medsize"
"Arizona";7452.998789;"No";"Premium";"High School or Below";"Medical Leave";"F";12195;"Suburban";"Divorced";101;29;35;7;"Personal Auto";670.581817;"Four-Door Car";"Medsize"
"Washington";3981.775889;"No";"Basic";"Bachelor";"Employed";"F";52801;"Urban";"Married";100;21;78;1;"Personal Auto";475.20088;"SUV";"Small"
"Nevada";16060.06949;"No";"Extended";"College";"Unemployed";"M";0;"Suburban";"Married";87;1;70;2;"Personal Auto";417.6;"Four-Door Car";"Medsize"
"California";5111.357987;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";72;6;13;7;"Personal Auto";594.683752;"Four-Door Car";"Medsize"
"Arizona";7439.978924;"No";"Basic";"Bachelor";"Unemployed";"F";0;"Suburban";"Single";108;2;94;5;"Personal Auto";518.4;"SUV";"Medsize"
"Washington";4974.801539;"Yes";"Basic";"Bachelor";"Employed";"M";75644;"Suburban";"Divorced";65;5;68;9;"Corporate Auto";467.803638;"Two-Door Car";"Medsize"
"California";17816.68242;"No";"Extended";"High School or Below";"Employed";"F";60192;"Suburban";"Married";220;17;87;7;"Personal Auto";1056;"Luxury Car";"Medsize"
"Oregon";6238.054416;"No";"Extended";"Bachelor";"Unemployed";"F";0;"Rural";"Married";90;25;63;7;"Personal Auto";134.442783;"Four-Door Car";"Medsize"
"Oregon";2682.912454;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Single";74;24;33;1;"Corporate Auto";355.2;"Two-Door Car";"Small"
"California";2837.163399;"No";"Basic";"College";"Employed";"M";29242;"Suburban";"Married";73;26;23;1;"Personal Auto";350.4;"Two-Door Car";"Large"
"Oregon";4118.588554;"Yes";"Premium";"Bachelor";"Employed";"F";69379;"Suburban";"Single";103;14;79;1;"Personal Auto";494.4;"Two-Door Car";"Medsize"
"Oregon";2472.469209;"Yes";"Basic";"College";"Employed";"F";63860;"Urban";"Married";62;26;81;1;"Personal Auto";208.598246;"Four-Door Car";"Medsize"
"Arizona";4139.533158;"No";"Basic";"Doctor";"Employed";"F";45281;"Rural";"Married";104;13;84;1;"Personal Auto";65.03063;"Sports Car";"Medsize"
"Arizona";4100.465956;"No";"Premium";"Bachelor";"Employed";"F";51193;"Rural";"Married";104;31;21;1;"Personal Auto";97.313649;"Two-Door Car";"Medsize"
"Oregon";5278.201394;"No";"Basic";"Bachelor";"Employed";"F";62074;"Rural";"Divorced";67;24;22;4;"Corporate Auto";49.435556;"Four-Door Car";"Medsize"
"California";8056.898119;"No";"Basic";"Bachelor";"Employed";"F";64304;"Rural";"Divorced";68;35;70;2;"Corporate Auto";65.471028;"Two-Door Car";"Medsize"
"Oregon";9185.025301;"No";"Basic";"Bachelor";"Employed";"M";73795;"Urban";"Married";116;1;77;3;"Personal Auto";501.716934;"SUV";"Medsize"
"Oregon";15417.73444;"No";"Extended";"College";"Employed";"F";84376;"Rural";"Married";96;5;54;2;"Personal Auto";43.578516;"Four-Door Car";"Medsize"
"Arizona";6829.413399;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";66;14;73;2;"Personal Auto";470.691875;"Two-Door Car";"Medsize"
"Oregon";8500.909417;"No";"Basic";"High School or Below";"Employed";"M";79153;"Suburban";"Married";106;12;5;7;"Special Auto";508.8;"SUV";"Medsize"
"Oregon";8847.444221;"No";"Basic";"College";"Disabled";"M";17950;"Urban";"Married";118;34;24;4;"Personal Auto";425.489592;"SUV";"Medsize"
"Arizona";2840.899849;"No";"Extended";"College";"Unemployed";"F";0;"Suburban";"Single";80;3;99;1;"Personal Auto";962.526106;"Two-Door Car";"Medsize"
"Oregon";15984.52739;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Single";69;19;74;2;"Personal Auto";331.2;"Two-Door Car";"Small"
"Oregon";18542.30074;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Married";72;30;48;2;"Corporate Auto";622.992063;"Four-Door Car";"Small"
"Arizona";2609.829612;"No";"Basic";"College";"Employed";"F";58139;"Rural";"Married";65;29;77;1;"Corporate Auto";33.171413;"Four-Door Car";"Medsize"
"California";7901.744238;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";113;35;83;5;"Personal Auto";1258.327804;"SUV";"Medsize"
"California";17995.86532;"No";"Extended";"High School or Below";"Employed";"F";80991;"Urban";"Married";223;5;56;4;"Personal Auto";937.327881;"Luxury SUV";"Medsize"
"California";5021.686245;"No";"Extended";"College";"Employed";"F";69678;"Rural";"Divorced";126;21;39;1;"Personal Auto";306.818754;"Sports Car";"Small"
"Arizona";4654.841089;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Single";67;33;19;4;"Personal Auto";577.385463;"Two-Door Car";"Large"
"Arizona";2719.506996;"Yes";"Basic";"College";"Retired";"F";14030;"Suburban";"Married";72;11;3;1;"Personal Auto";345.6;"Two-Door Car";"Large"
"Oregon";4726.869327;"Yes";"Extended";"Bachelor";"Medical Leave";"F";13037;"Suburban";"Married";124;28;49;1;"Personal Auto";839.348464;"SUV";"Small"
"California";8595.726399;"No";"Basic";"College";"Employed";"M";76763;"Rural";"Divorced";108;12;87;8;"Personal Auto";186.459607;"SUV";"Small"
"Washington";15626.28021;"No";"Extended";"High School or Below";"Employed";"F";50461;"Suburban";"Single";131;22;89;2;"Personal Auto";810.06514;"Sports Car";"Large"
"California";2797.674845;"No";"Basic";"High School or Below";"Employed";"M";69604;"Rural";"Married";70;10;50;1;"Corporate Auto";112.336604;"Four-Door Car";"Medsize"
"California";5344.989624;"No";"Basic";"Master";"Employed";"M";22908;"Suburban";"Married";68;30;19;7;"Personal Auto";387.774781;"Four-Door Car";"Small"
"California";17557.54051;"No";"Premium";"College";"Employed";"F";68273;"Rural";"Divorced";146;23;93;2;"Personal Auto";76.475359;"Sports Car";"Medsize"
"California";4595.524548;"No";"Basic";"College";"Employed";"M";95550;"Urban";"Divorced";116;15;75;1;"Personal Auto";381.570261;"SUV";"Medsize"
"Nevada";5794.104234;"No";"Basic";"Bachelor";"Employed";"M";88370;"Suburban";"Divorced";74;0;16;9;"Personal Auto";355.2;"Four-Door Car";"Small"
"Oregon";5332.462694;"Yes";"Basic";"Doctor";"Employed";"F";68931;"Urban";"Married";66;32;30;7;"Corporate Auto";309.577946;"Four-Door Car";"Medsize"
"Oregon";6680.146801;"No";"Extended";"Bachelor";"Employed";"F";24432;"Rural";"Married";87;19;44;6;"Corporate Auto";71.10847;"Two-Door Car";"Medsize"
"Oregon";7910.866718;"No";"Basic";"College";"Employed";"M";77577;"Rural";"Married";199;14;37;1;"Personal Auto";35.768916;"Luxury SUV";"Small"
"California";12516.92188;"No";"Basic";"High School or Below";"Medical Leave";"M";12607;"Suburban";"Married";110;13;20;2;"Personal Auto";528;"SUV";"Medsize"
"Oregon";2325.259483;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Married";63;6;75;1;"Personal Auto";302.4;"Four-Door Car";"Medsize"
"Oregon";3964.151263;"No";"Basic";"Bachelor";"Disabled";"F";23474;"Suburban";"Divorced";102;5;21;1;"Corporate Auto";489.6;"SUV";"Medsize"
"California";7486.088015;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Single";113;33;18;4;"Personal Auto";813.6;"SUV";"Medsize"
"Oregon";6707.994148;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Divorced";65;1;30;2;"Personal Auto";360.480689;"Four-Door Car";"Medsize"
"California";12902.09322;"No";"Premium";"High School or Below";"Employed";"M";98478;"Suburban";"Married";106;21;80;2;"Corporate Auto";508.8;"Four-Door Car";"Small"
"Arizona";5926.729379;"Yes";"Extended";"College";"Retired";"M";23091;"Suburban";"Married";96;28;90;5;"Personal Auto";460.8;"Four-Door Car";"Medsize"
"Arizona";5148.653203;"No";"Basic";"College";"Employed";"M";51071;"Suburban";"Married";65;17;94;3;"Personal Auto";312;"Two-Door Car";"Small"
"Oregon";6827.178202;"No";"Basic";"Bachelor";"Unemployed";"F";0;"Rural";"Divorced";103;2;75;6;"Personal Auto";2.455033;"SUV";"Medsize"
"Arizona";4670.058282;"No";"Premium";"Bachelor";"Employed";"F";69921;"Urban";"Divorced";118;28;22;1;"Personal Auto";373.227044;"Two-Door Car";"Medsize"
"Washington";5363.076547;"No";"Basic";"High School or Below";"Employed";"M";36357;"Rural";"Married";68;28;96;6;"Personal Auto";17.269323;"Four-Door Car";"Medsize"
"Oregon";6961.945557;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Rural";"Married";63;17;24;2;"Personal Auto";40.622304;"Four-Door Car";"Large"
"Oregon";28511.03331;"No";"Premium";"High School or Below";"Employed";"M";27607;"Suburban";"Married";104;15;56;2;"Corporate Auto";640.584145;"Four-Door Car";"Medsize"
"Oregon";8624.917663;"No";"Basic";"Master";"Employed";"F";43610;"Suburban";"Married";106;16;60;5;"Personal Auto";508.8;"Sports Car";"Medsize"
"Oregon";3382.223536;"No";"Extended";"Bachelor";"Unemployed";"F";0;"Suburban";"Married";91;13;77;1;"Personal Auto";436.8;"Four-Door Car";"Medsize"
"California";2319.818549;"No";"Basic";"Bachelor";"Disabled";"M";14660;"Suburban";"Married";61;14;97;1;"Personal Auto";396.608751;"Four-Door Car";"Medsize"
"Arizona";8807.486831;"No";"Extended";"High School or Below";"Disabled";"F";26864;"Suburban";"Divorced";78;18;12;2;"Special Auto";374.4;"Four-Door Car";"Medsize"
"Oregon";2491.317024;"Yes";"Basic";"Doctor";"Employed";"M";36631;"Rural";"Divorced";62;30;77;1;"Personal Auto";67.530904;"Four-Door Car";"Large"
"California";7853.961409;"No";"Extended";"Bachelor";"Employed";"F";42582;"Suburban";"Divorced";99;1;57;5;"Corporate Auto";629.344642;"Four-Door Car";"Small"
"Arizona";9816.528302;"Yes";"Basic";"College";"Employed";"M";37256;"Rural";"Married";62;15;7;2;"Personal Auto";128.969729;"Four-Door Car";"Medsize"
"Arizona";22103.5072;"Yes";"Basic";"College";"Unemployed";"M";0;"Suburban";"Married";102;35;48;2;"Corporate Auto";489.6;"SUV";"Medsize"
"Washington";6689.022728;"Yes";"Extended";"High School or Below";"Employed";"M";56980;"Suburban";"Married";84;33;70;7;"Corporate Auto";599.000883;"Two-Door Car";"Medsize"
"Oregon";11323.35555;"No";"Extended";"Master";"Employed";"M";98254;"Rural";"Married";94;23;11;2;"Corporate Auto";229.711908;"Four-Door Car";"Medsize"
"Washington";6333.030812;"No";"Extended";"Master";"Employed";"M";71737;"Urban";"Divorced";79;7;79;4;"Personal Auto";338.79562;"Two-Door Car";"Medsize"
"Arizona";3139.169353;"No";"Extended";"Bachelor";"Employed";"M";31177;"Suburban";"Married";79;14;28;1;"Personal Auto";905.699717;"Four-Door Car";"Small"
"California";2617.182661;"No";"Basic";"High School or Below";"Employed";"F";98338;"Rural";"Single";65;13;33;1;"Personal Auto";35.597288;"Four-Door Car";"Medsize"
"California";3732.568536;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";106;2;50;1;"Personal Auto";879.42749;"Sports Car";"Medsize"
"California";4433.694028;"No";"Basic";"Bachelor";"Unemployed";"F";0;"Suburban";"Single";65;7;22;6;"Special Auto";312;"Four-Door Car";"Medsize"
"Washington";3478.887023;"No";"Extended";"College";"Employed";"M";29938;"Suburban";"Divorced";90;8;35;1;"Corporate Auto";562.426585;"Four-Door Car";"Medsize"
"California";5009.595291;"No";"Basic";"Bachelor";"Unemployed";"F";0;"Suburban";"Single";69;20;95;4;"Personal Auto";496.8;"Four-Door Car";"Medsize"
"California";8417.004401;"No";"Premium";"Bachelor";"Employed";"M";24285;"Suburban";"Divorced";111;6;10;7;"Personal Auto";1257.527908;"Two-Door Car";"Small"
"California";4483.839044;"No";"Basic";"Master";"Employed";"M";32983;"Urban";"Married";113;25;59;1;"Personal Auto";466.81627;"SUV";"Medsize"
"California";5124.984391;"No";"Extended";"Doctor";"Unemployed";"F";0;"Suburban";"Divorced";134;13;56;1;"Personal Auto";643.2;"SUV";"Medsize"
"Oregon";3721.057118;"No";"Extended";"Bachelor";"Employed";"F";71333;"Urban";"Married";93;9;92;1;"Personal Auto";343.755209;"Four-Door Car";"Medsize"
"Arizona";9988.787618;"No";"Extended";"Master";"Employed";"F";33157;"Rural";"Married";124;28;58;3;"Personal Auto";286.003968;"SUV";"Medsize"
"Oregon";3342.177957;"No";"Extended";"College";"Unemployed";"F";0;"Suburban";"Married";91;8;60;1;"Personal Auto";436.8;"Four-Door Car";"Medsize"
"California";7524.735746;"No";"Basic";"Bachelor";"Employed";"M";36580;"Suburban";"Married";64;20;76;2;"Personal Auto";460.8;"Four-Door Car";"Small"
"Oregon";13466.92071;"Yes";"Basic";"High School or Below";"Disabled";"F";11432;"Suburban";"Married";119;11;9;2;"Personal Auto";571.2;"SUV";"Small"
"California";2949.282616;"No";"Basic";"High School or Below";"Employed";"F";78596;"Rural";"Divorced";73;11;0;1;"Personal Auto";106.267659;"Four-Door Car";"Medsize"
"Arizona";5179.890955;"No";"Basic";"Bachelor";"Employed";"F";35143;"Urban";"Married";65;31;37;9;"Corporate Auto";171.184016;"Four-Door Car";"Medsize"
"Arizona";3225.395988;"No";"Extended";"Master";"Employed";"M";29606;"Suburban";"Married";81;33;32;1;"Personal Auto";438.276898;"Four-Door Car";"Medsize"
"Arizona";8849.689719;"No";"Basic";"Master";"Employed";"M";53228;"Rural";"Married";73;26;33;2;"Special Auto";137.195447;"Four-Door Car";"Medsize"
"Oregon";2886.451602;"Yes";"Extended";"High School or Below";"Retired";"F";10312;"Suburban";"Married";78;10;63;1;"Personal Auto";486.278557;"Four-Door Car";"Large"
"Oregon";2359.423599;"Yes";"Basic";"Bachelor";"Disabled";"F";19864;"Suburban";"Divorced";63;22;96;1;"Personal Auto";352.394515;"Four-Door Car";"Medsize"
"Nevada";4669.22664;"Yes";"Premium";"High School or Below";"Employed";"F";76157;"Suburban";"Married";116;15;80;1;"Personal Auto";556.8;"Two-Door Car";"Small"
"California";6366.225775;"Yes";"Extended";"High School or Below";"Employed";"M";44368;"Suburban";"Married";80;5;72;3;"Personal Auto";384;"Two-Door Car";"Large"
"Oregon";25581.61014;"No";"Basic";"College";"Employed";"M";27961;"Suburban";"Married";72;15;64;2;"Personal Auto";345.6;"Two-Door Car";"Small"
"California";8146.271602;"No";"Basic";"College";"Employed";"F";92777;"Rural";"Married";68;21;83;2;"Personal Auto";158.041549;"Two-Door Car";"Medsize"
"Oregon";5412.458621;"No";"Basic";"Master";"Employed";"F";55992;"Urban";"Married";67;16;21;3;"Personal Auto";191.409775;"Four-Door Car";"Small"
"Arizona";5757.442258;"Yes";"Basic";"Master";"Employed";"M";88997;"Rural";"Divorced";72;9;71;3;"Personal Auto";174.041566;"Four-Door Car";"Small"
"Arizona";4755.194923;"No";"Basic";"High School or Below";"Retired";"F";21926;"Suburban";"Married";63;13;0;7;"Personal Auto";302.4;"Four-Door Car";"Small"
"Oregon";4995.211519;"No";"Basic";"Bachelor";"Employed";"F";82413;"Suburban";"Divorced";62;12;79;3;"Personal Auto";297.6;"Four-Door Car";"Medsize"
"California";2824.849967;"No";"Basic";"Bachelor";"Employed";"M";48008;"Rural";"Married";73;33;55;1;"Personal Auto";137.081716;"Four-Door Car";"Medsize"
"California";5907.91176;"No";"Basic";"College";"Employed";"F";87796;"Suburban";"Single";74;23;10;4;"Personal Auto";355.2;"Four-Door Car";"Medsize"
"Oregon";4988.579794;"No";"Basic";"Bachelor";"Employed";"M";38928;"Suburban";"Married";64;14;18;8;"Personal Auto";326.660051;"Four-Door Car";"Large"
"Arizona";7405.265785;"No";"Basic";"Bachelor";"Employed";"M";58779;"Suburban";"Single";64;13;82;2;"Personal Auto";307.2;"Four-Door Car";"Medsize"
"Washington";16553.23422;"No";"Extended";"Doctor";"Employed";"F";98912;"Suburban";"Married";135;18;92;2;"Personal Auto";714.831947;"SUV";"Large"
"Oregon";15102.22866;"No";"Extended";"College";"Unemployed";"F";0;"Rural";"Married";137;10;92;2;"Personal Auto";32.978158;"SUV";"Medsize"
"Arizona";9118.928908;"No";"Basic";"High School or Below";"Employed";"F";33882;"Rural";"Married";114;22;39;6;"Personal Auto";272.835064;"SUV";"Medsize"
"Oregon";2759.978287;"Yes";"Basic";"Bachelor";"Employed";"M";92296;"Suburban";"Married";69;4;65;1;"Personal Auto";331.2;"Two-Door Car";"Medsize"
"Oregon";15251.57924;"No";"Extended";"Bachelor";"Employed";"F";63287;"Suburban";"Married";127;5;84;2;"Personal Auto";617.202619;"SUV";"Small"
"Arizona";14517.43681;"No";"Premium";"High School or Below";"Employed";"F";74871;"Suburban";"Married";178;0;15;7;"Personal Auto";854.4;"SUV";"Medsize"
"Arizona";5597.12496;"Yes";"Extended";"High School or Below";"Employed";"F";37995;"Suburban";"Married";139;16;50;1;"Personal Auto";667.2;"SUV";"Medsize"
"California";19323.23675;"No";"Extended";"High School or Below";"Unemployed";"F";0;"Suburban";"Divorced";139;24;3;2;"Personal Auto";1389.140121;"SUV";"Small"
"Washington";15950.01951;"No";"Extended";"College";"Unemployed";"F";0;"Rural";"Married";87;10;55;2;"Personal Auto";46.041452;"Two-Door Car";"Medsize"
"Nevada";3176.356488;"No";"Extended";"High School or Below";"Employed";"M";64706;"Urban";"Single";81;5;3;1;"Personal Auto";372.909686;"Two-Door Car";"Large"
"Oregon";4526.126785;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Married";64;32;89;3;"Personal Auto";307.2;"Four-Door Car";"Small"
"Arizona";2573.716859;"No";"Basic";"College";"Employed";"M";29500;"Suburban";"Divorced";67;14;72;1;"Corporate Auto";321.6;"Four-Door Car";"Medsize"
"Arizona";6656.709233;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";69;23;32;2;"Personal Auto";496.8;"Four-Door Car";"Small"
"Nevada";27564.73951;"No";"Extended";"Bachelor";"Disabled";"F";26410;"Rural";"Married";91;17;90;2;"Corporate Auto";184.516188;"Four-Door Car";"Large"
"California";3842.794699;"No";"Extended";"Master";"Employed";"M";97832;"Rural";"Married";95;5;98;1;"Personal Auto";107.661239;"Two-Door Car";"Medsize"
"Oregon";3808.122147;"Yes";"Extended";"College";"Employed";"F";94903;"Suburban";"Married";94;3;38;1;"Personal Auto";451.2;"Two-Door Car";"Small"
"Oregon";15000.84238;"No";"Extended";"High School or Below";"Employed";"F";62473;"Suburban";"Divorced";76;6;70;2;"Personal Auto";507.560729;"Four-Door Car";"Small"
"Nevada";5573.10605;"No";"Basic";"College";"Employed";"M";85704;"Urban";"Married";69;21;84;7;"Personal Auto";325.395532;"Four-Door Car";"Small"
"Oregon";6222.212108;"No";"Extended";"Bachelor";"Employed";"M";74270;"Rural";"Single";78;33;2;7;"Corporate Auto";122.486486;"Two-Door Car";"Medsize"
"Oregon";5096.673223;"Yes";"Basic";"Master";"Disabled";"F";22886;"Suburban";"Divorced";65;9;81;3;"Personal Auto";312;"Four-Door Car";"Small"
"California";6183.185785;"No";"Extended";"College";"Employed";"F";36464;"Rural";"Married";78;5;17;7;"Personal Auto";93.515817;"Four-Door Car";"Medsize"
"California";9388.981905;"No";"Extended";"Bachelor";"Employed";"F";33599;"Rural";"Divorced";80;23;31;2;"Personal Auto";111.265486;"Four-Door Car";"Small"
"Oregon";8168.714346;"No";"Basic";"College";"Disabled";"M";20819;"Urban";"Married";73;4;65;2;"Special Auto";206.863422;"Four-Door Car";"Medsize"
"California";13561.2048;"No";"Extended";"College";"Medical Leave";"F";29095;"Urban";"Divorced";91;29;47;2;"Corporate Auto";280.800938;"Two-Door Car";"Medsize"
"California";6699.278956;"No";"Extended";"College";"Employed";"M";30852;"Urban";"Single";88;7;42;8;"Personal Auto";318.866388;"Four-Door Car";"Medsize"
"California";20230.9675;"No";"Basic";"High School or Below";"Employed";"M";48448;"Suburban";"Married";74;24;11;2;"Corporate Auto";355.2;"Four-Door Car";"Medsize"
"Washington";4097.371676;"No";"Premium";"Bachelor";"Medical Leave";"F";20079;"Suburban";"Single";110;1;63;1;"Corporate Auto";528;"Two-Door Car";"Medsize"
"California";5169.49937;"Yes";"Basic";"High School or Below";"Medical Leave";"M";12430;"Suburban";"Single";73;22;13;4;"Personal Auto";350.4;"Four-Door Car";"Medsize"
"Arizona";6278.764007;"No";"Extended";"Bachelor";"Employed";"M";47669;"Suburban";"Married";80;16;84;3;"Personal Auto";384;"Four-Door Car";"Small"
"Arizona";3343.933131;"No";"Extended";"Bachelor";"Employed";"M";40794;"Urban";"Divorced";87;6;87;1;"Personal Auto";334.452807;"Four-Door Car";"Medsize"
